s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m,C,m,C,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 6.7122455E+000, 2.0000032E+001, 2.0000032E+001, 2.0000052E+001, 2.0000052E+001, 2.0000052E+001, 1.9999987E+001, 1.9999987E+001, 2.0000295E+001, 2.0000295E+001, 2.0000295E+001, 2.0000641E+001, 2.0000641E+001, 2.0000279E+001, 2.0000279E+001, 2.0000279E+001, 1.9999993E+001, 1.9999993E+001, 1.9999818E+001, 2.0000164E+001, 2.0000164E+001, 2.0000772E+001, 2.0000772E+001, 2.0000772E+001, 2.0000749E+001, 2.0000749E+001, 2.0000221E+001, 2.0000221E+001, 2.0000221E+001, 1.9999871E+001, 1.9999871E+001, 1.9999918E+001, 1.9999918E+001, 1.9999918E+001, 2.0000133E+001, 2.0000133E+001, 1.9999842E+001, 6.0410851E+000, 1.9999827E+001, 5.2298009E+000, 1.9999665E+001, 6.6699812E-004,-1.9682358E-004, 8.7768972E-005, 4.4020831E-004, 3.9880496E-003, 3.4049425E-003, 4.3049403E-003, 3.8036753E-003, 3.3210515E-003, 3.6017660E-003, 4.2171713E-003, 3.3634670E-003
 6.8683443E+000, 2.0000032E+001, 2.0000032E+001, 2.0000052E+001, 2.0000052E+001, 2.0000052E+001, 1.9999986E+001, 1.9999986E+001, 2.0000299E+001, 2.0000299E+001, 2.0000299E+001, 2.0000652E+001, 2.0000652E+001, 2.0000282E+001, 2.0000282E+001, 2.0000282E+001, 1.9999992E+001, 1.9999992E+001, 1.9999817E+001, 2.0000166E+001, 2.0000166E+001, 2.0000786E+001, 2.0000786E+001, 2.0000786E+001, 2.0000759E+001, 2.0000759E+001, 2.0000224E+001, 2.0000224E+001, 2.0000224E+001, 1.9999870E+001, 1.9999870E+001, 1.9999917E+001, 1.9999917E+001, 1.9999917E+001, 2.0000136E+001, 2.0000136E+001, 1.9999841E+001, 6.0155138E+000, 1.9999824E+001, 5.2272554E+000, 1.9999661E+001, 6.7509359E-004,-1.8357917E-004, 1.0460457E-004, 4.3973959E-004, 3.9794914E-003, 3.4022481E-003, 4.2982965E-003, 3.7926760E-003, 3.3043978E-003, 3.5858273E-003, 4.1936919E-003, 3.3529364E-003
 7.0244430E+000, 2.0000032E+001, 2.0000032E+001, 2.0000052E+001, 2.0000052E+001, 2.0000052E+001, 1.9999985E+001, 1.9999985E+001, 2.0000304E+001, 2.0000304E+001, 2.0000304E+001, 2.0000662E+001, 2.0000662E+001, 2.0000285E+001, 2.0000285E+001, 2.0000285E+001, 1.9999991E+001, 1.9999991E+001, 1.9999816E+001, 2.0000168E+001, 2.0000168E+001, 2.0000801E+001, 2.0000801E+001, 2.0000801E+001, 2.0000770E+001, 2.0000770E+001, 2.0000227E+001, 2.0000227E+001, 2.0000227E+001, 1.9999869E+001, 1.9999869E+001, 1.9999916E+001, 1.9999916E+001, 1.9999916E+001, 2.0000138E+001, 2.0000138E+001, 1.9999840E+001, 5.9900427E+000, 1.9999822E+001, 5.2249569E+000, 1.9999658E+001, 6.8212909E-004,-1.7244941E-004, 1.1863601E-004, 4.3887652E-004, 3.9704461E-003, 3.3988230E-003, 4.2903384E-003, 3.7820580E-003, 3.2883170E-003, 3.5712724E-003, 4.1717024E-003, 3.3431815E-003
 7.1805417E+000, 2.0000032E+001, 2.0000032E+001, 2.0000052E+001, 2.0000052E+001, 2.0000052E+001, 1.9999984E+001, 1.9999984E+001, 2.0000308E+001, 2.0000308E+001, 2.0000308E+001, 2.0000673E+001, 2.0000673E+001, 2.0000289E+001, 2.0000289E+001, 2.0000289E+001, 1.9999990E+001, 1.9999990E+001, 1.9999815E+001, 2.0000170E+001, 2.0000170E+001, 2.0000816E+001, 2.0000816E+001, 2.0000816E+001, 2.0000780E+001, 2.0000780E+001, 2.0000230E+001, 2.0000230E+001, 2.0000230E+001, 1.9999868E+001, 1.9999868E+001, 1.9999915E+001, 1.9999915E+001, 1.9999915E+001, 2.0000141E+001, 2.0000141E+001, 1.9999839E+001, 5.9644875E+000, 1.9999817E+001, 5.2224919E+000, 1.9999654E+001, 6.8803838E-004,-1.6354332E-004, 1.2960460E-004, 4.3782452E-004, 3.9608829E-003, 3.3942535E-003, 4.2809426E-003, 3.7715499E-003, 3.2728445E-003, 3.5577968E-003, 4.1513380E-003, 3.3337254E-003
 7.3366405E+000, 2.0000032E+001, 2.0000032E+001, 2.0000051E+001, 2.0000051E+001, 2.0000051E+001, 1.9999984E+001, 1.9999984E+001, 2.0000313E+001, 2.0000313E+001, 2.0000313E+001, 2.0000683E+001, 2.0000683E+001, 2.0000292E+001, 2.0000292E+001, 2.0000292E+001, 1.9999989E+001, 1.9999989E+001, 1.9999814E+001, 2.0000172E+001, 2.0000172E+001, 2.0000830E+001, 2.0000830E+001, 2.0000830E+001, 2.0000789E+001, 2.0000789E+001, 2.0000232E+001, 2.0000232E+001, 2.0000232E+001, 1.9999867E+001, 1.9999867E+001, 1.9999915E+001, 1.9999915E+001, 1.9999915E+001, 2.0000143E+001, 2.0000143E+001, 1.9999838E+001, 5.9387867E+000, 1.9999808E+001, 5.2205258E+000, 1.9999651E+001, 6.9277887E-004,-1.5685116E-004, 1.3740141E-004, 4.3676679E-004, 3.9507824E-003, 3.3885456E-003, 4.2700569E-003, 3.7610748E-003, 3.2580035E-003, 3.5453967E-003, 4.1326555E-003, 3.3243080E-003
 7.4927392E+000, 2.0000032E+001, 2.0000032E+001, 2.0000051E+001, 2.0000051E+001, 2.0000051E+001, 1.9999983E+001, 1.9999983E+001, 2.0000317E+001, 2.0000317E+001, 2.0000317E+001, 2.0000693E+001, 2.0000693E+001, 2.0000295E+001, 2.0000295E+001, 2.0000295E+001, 1.9999989E+001, 1.9999989E+001, 1.9999813E+001, 2.0000174E+001, 2.0000174E+001, 2.0000845E+001, 2.0000845E+001, 2.0000845E+001, 2.0000799E+001, 2.0000799E+001, 2.0000235E+001, 2.0000235E+001, 2.0000235E+001, 1.9999866E+001, 1.9999866E+001, 1.9999914E+001, 1.9999914E+001, 1.9999914E+001, 2.0000146E+001, 2.0000146E+001, 1.9999837E+001, 5.9132193E+000, 1.9999799E+001, 5.2183709E+000, 1.9999648E+001, 6.9631519E-004,-1.5226798E-004, 1.4206153E-004, 4.3583421E-004, 3.9401285E-003, 3.3817527E-003, 4.2576994E-003, 3.7507171E-003, 3.2438133E-003, 3.5340207E-003, 4.1156379E-003, 3.3148829E-003
 7.6488379E+000, 2.0000031E+001, 2.0000031E+001, 2.0000051E+001, 2.0000051E+001, 2.0000051E+001, 1.9999982E+001, 1.9999982E+001, 2.0000321E+001, 2.0000321E+001, 2.0000321E+001, 2.0000704E+001, 2.0000704E+001, 2.0000297E+001, 2.0000297E+001, 2.0000297E+001, 1.9999988E+001, 1.9999988E+001, 1.9999812E+001, 2.0000176E+001, 2.0000176E+001, 2.0000859E+001, 2.0000859E+001, 2.0000859E+001, 2.0000808E+001, 2.0000808E+001, 2.0000238E+001, 2.0000238E+001, 2.0000238E+001, 1.9999865E+001, 1.9999865E+001, 1.9999913E+001, 1.9999913E+001, 1.9999913E+001, 2.0000149E+001, 2.0000149E+001, 1.9999837E+001, 5.8875650E+000, 1.9999791E+001, 5.2164767E+000, 1.9999645E+001, 6.9859119E-004,-1.4963151E-004, 1.4373386E-004, 4.3507548E-004, 3.9288945E-003, 3.3739572E-003, 4.2439443E-003, 3.7405087E-003, 3.2303033E-003, 3.5235887E-003, 4.1002105E-003, 3.3054332E-003
 7.8049367E+000, 2.0000031E+001, 2.0000031E+001, 2.0000050E+001, 2.0000050E+001, 2.0000050E+001, 1.9999981E+001, 1.9999981E+001, 2.0000326E+001, 2.0000326E+001, 2.0000326E+001, 2.0000714E+001, 2.0000714E+001, 2.0000300E+001, 2.0000300E+001, 2.0000300E+001, 1.9999987E+001, 1.9999987E+001, 1.9999811E+001, 2.0000178E+001, 2.0000178E+001, 2.0000873E+001, 2.0000873E+001, 2.0000873E+001, 2.0000817E+001, 2.0000817E+001, 2.0000241E+001, 2.0000241E+001, 2.0000241E+001, 1.9999864E+001, 1.9999864E+001, 1.9999912E+001, 1.9999912E+001, 1.9999912E+001, 2.0000151E+001, 2.0000151E+001, 1.9999836E+001, 5.8618092E+000, 1.9999783E+001, 5.2146645E+000, 1.9999642E+001, 6.9952738E-004,-1.4872973E-004, 1.4266353E-004, 4.3445427E-004, 3.9170420E-003, 3.3652658E-003, 4.2289111E-003, 3.7304273E-003, 3.2175147E-003, 3.5139955E-003, 4.0862476E-003, 3.2959730E-003
 7.9610354E+000, 2.0000031E+001, 2.0000031E+001, 2.0000050E+001, 2.0000050E+001, 2.0000050E+001, 1.9999980E+001, 1.9999980E+001, 2.0000330E+001, 2.0000330E+001, 2.0000330E+001, 2.0000723E+001, 2.0000723E+001, 2.0000303E+001, 2.0000303E+001, 2.0000303E+001, 1.9999986E+001, 1.9999986E+001, 1.9999810E+001, 2.0000180E+001, 2.0000180E+001, 2.0000887E+001, 2.0000887E+001, 2.0000887E+001, 2.0000826E+001, 2.0000826E+001, 2.0000243E+001, 2.0000243E+001, 2.0000243E+001, 1.9999863E+001, 1.9999863E+001, 1.9999912E+001, 1.9999912E+001, 1.9999912E+001, 2.0000154E+001, 2.0000154E+001, 1.9999835E+001, 5.8361858E+000, 1.9999775E+001, 5.2127956E+000, 1.9999640E+001, 6.9903440E-004,-1.4932617E-004, 1.3917042E-004, 4.3384944E-004, 3.9045280E-003, 3.3557967E-003, 4.2127553E-003, 3.7203963E-003, 3.2054936E-003, 3.5051229E-003, 4.0735849E-003, 3.2865468E-003
 8.1171341E+000, 2.0000031E+001, 2.0000031E+001, 2.0000049E+001, 2.0000049E+001, 2.0000049E+001, 1.9999979E+001, 1.9999979E+001, 2.0000334E+001, 2.0000334E+001, 2.0000334E+001, 2.0000733E+001, 2.0000733E+001, 2.0000305E+001, 2.0000305E+001, 2.0000305E+001, 1.9999985E+001, 1.9999985E+001, 1.9999810E+001, 2.0000182E+001, 2.0000182E+001, 2.0000901E+001, 2.0000901E+001, 2.0000901E+001, 2.0000835E+001, 2.0000835E+001, 2.0000246E+001, 2.0000246E+001, 2.0000246E+001, 1.9999862E+001, 1.9999862E+001, 1.9999911E+001, 1.9999911E+001, 1.9999911E+001, 2.0000156E+001, 2.0000156E+001, 1.9999834E+001, 5.8106375E+000, 1.9999767E+001, 5.2110983E+000, 1.9999637E+001, 6.9700178E-004,-1.5119091E-004, 1.3361797E-004, 4.3307082E-004, 3.8912994E-003, 3.3456642E-003, 4.1956533E-003, 3.7102949E-003, 3.1942976E-003, 3.4968551E-003, 4.0620354E-003, 3.2772241E-003
 8.2732329E+000, 2.0000031E+001, 2.0000031E+001, 2.0000049E+001, 2.0000049E+001, 2.0000049E+001, 1.9999978E+001, 1.9999978E+001, 2.0000338E+001, 2.0000338E+001, 2.0000338E+001, 2.0000743E+001, 2.0000743E+001, 2.0000308E+001, 2.0000308E+001, 2.0000308E+001, 1.9999984E+001, 1.9999984E+001, 1.9999809E+001, 2.0000183E+001, 2.0000183E+001, 2.0000915E+001, 2.0000915E+001, 2.0000915E+001, 2.0000843E+001, 2.0000843E+001, 2.0000249E+001, 2.0000249E+001, 2.0000249E+001, 1.9999861E+001, 1.9999861E+001, 1.9999910E+001, 1.9999910E+001, 1.9999910E+001, 2.0000159E+001, 2.0000159E+001, 1.9999834E+001, 5.7849325E+000, 1.9999759E+001, 5.2094703E+000, 1.9999635E+001, 6.9330830E-004,-1.5411674E-004, 1.2637560E-004, 4.3186099E-004, 3.8772974E-003, 3.3349705E-003, 4.1777843E-003, 3.6999591E-003, 3.1839891E-003, 3.4890872E-003, 4.0514087E-003, 3.2680981E-003
 8.4293316E+000, 2.0000030E+001, 2.0000030E+001, 2.0000048E+001, 2.0000048E+001, 2.0000048E+001, 1.9999977E+001, 1.9999977E+001, 2.0000343E+001, 2.0000343E+001, 2.0000343E+001, 2.0000753E+001, 2.0000753E+001, 2.0000310E+001, 2.0000310E+001, 2.0000310E+001, 1.9999983E+001, 1.9999983E+001, 1.9999809E+001, 2.0000185E+001, 2.0000185E+001, 2.0000928E+001, 2.0000928E+001, 2.0000928E+001, 2.0000851E+001, 2.0000851E+001, 2.0000251E+001, 2.0000251E+001, 2.0000251E+001, 1.9999861E+001, 1.9999861E+001, 1.9999910E+001, 1.9999910E+001, 1.9999910E+001, 2.0000162E+001, 2.0000162E+001, 1.9999833E+001, 5.7593503E+000, 1.9999752E+001, 5.2077658E+000, 1.9999633E+001, 6.8784390E-004,-1.5791267E-004, 1.1780109E-004, 4.2994063E-004, 3.8624678E-003, 3.3238098E-003, 4.1593207E-003, 3.6892102E-003, 3.1746239E-003, 3.4817225E-003, 4.0415196E-003, 3.2592695E-003
 8.5854303E+000, 2.0000030E+001, 2.0000030E+001, 2.0000048E+001, 2.0000048E+001, 2.0000048E+001, 1.9999976E+001, 1.9999976E+001, 2.0000347E+001, 2.0000347E+001, 2.0000347E+001, 2.0000762E+001, 2.0000762E+001, 2.0000312E+001, 2.0000312E+001, 2.0000312E+001, 1.9999982E+001, 1.9999982E+001, 1.9999808E+001, 2.0000187E+001, 2.0000187E+001, 2.0000942E+001, 2.0000942E+001, 2.0000942E+001, 2.0000860E+001, 2.0000860E+001, 2.0000254E+001, 2.0000254E+001, 2.0000254E+001, 1.9999860E+001, 1.9999860E+001, 1.9999909E+001, 1.9999909E+001, 1.9999909E+001, 2.0000164E+001, 2.0000164E+001, 1.9999833E+001, 5.7338270E+000, 1.9999745E+001, 5.2064563E+000, 1.9999630E+001, 6.8054039E-004,-1.6242894E-004, 1.0822559E-004, 4.2702333E-004, 3.8467770E-003, 3.3122560E-003, 4.1404216E-003, 3.6778643E-003, 3.1662366E-003, 3.4746850E-003, 4.0321960E-003, 3.2508410E-003
 8.7415291E+000, 2.0000030E+001, 2.0000030E+001, 2.0000047E+001, 2.0000047E+001, 2.0000047E+001, 1.9999975E+001, 1.9999975E+001, 2.0000351E+001, 2.0000351E+001, 2.0000351E+001, 2.0000772E+001, 2.0000772E+001, 2.0000314E+001, 2.0000314E+001, 2.0000314E+001, 1.9999981E+001, 1.9999981E+001, 1.9999808E+001, 2.0000189E+001, 2.0000189E+001, 2.0000955E+001, 2.0000955E+001, 2.0000955E+001, 2.0000867E+001, 2.0000867E+001, 2.0000256E+001, 2.0000256E+001, 2.0000256E+001, 1.9999859E+001, 1.9999859E+001, 1.9999908E+001, 1.9999908E+001, 1.9999908E+001, 2.0000167E+001, 2.0000167E+001, 1.9999832E+001, 5.7083027E+000, 1.9999738E+001, 5.2052298E+000, 1.9999628E+001, 6.7137032E-004,-1.6753110E-004, 9.7927862E-005, 4.2284324E-004, 3.8302113E-003, 3.3003752E-003, 4.1212210E-003, 3.6657501E-003, 3.1588410E-003, 3.4679063E-003, 4.0232931E-003, 3.2429068E-003
 8.8976278E+000, 2.0000029E+001, 2.0000029E+001, 2.0000047E+001, 2.0000047E+001, 2.0000047E+001, 1.9999974E+001, 1.9999974E+001, 2.0000355E+001, 2.0000355E+001, 2.0000355E+001, 2.0000781E+001, 2.0000781E+001, 2.0000316E+001, 2.0000316E+001, 2.0000316E+001, 1.9999980E+001, 1.9999980E+001, 1.9999808E+001, 2.0000190E+001, 2.0000190E+001, 2.0000968E+001, 2.0000968E+001, 2.0000968E+001, 2.0000875E+001, 2.0000875E+001, 2.0000259E+001, 2.0000259E+001, 2.0000259E+001, 1.9999859E+001, 1.9999859E+001, 1.9999908E+001, 1.9999908E+001, 1.9999908E+001, 2.0000169E+001, 2.0000169E+001, 1.9999832E+001, 5.6827571E+000, 1.9999731E+001, 5.2040558E+000, 1.9999627E+001, 6.6036828E-004,-1.7311226E-004, 8.7166516E-005, 4.1719453E-004, 3.8127875E-003, 3.2882211E-003, 4.1018429E-003, 3.6527340E-003, 3.1524192E-003, 3.4613334E-003, 4.0146764E-003, 3.2355394E-003
 9.0537265E+000, 2.0000029E+001, 2.0000029E+001, 2.0000046E+001, 2.0000046E+001, 2.0000046E+001, 1.9999974E+001, 1.9999974E+001, 2.0000359E+001, 2.0000359E+001, 2.0000359E+001, 2.0000791E+001, 2.0000791E+001, 2.0000318E+001, 2.0000318E+001, 2.0000318E+001, 1.9999979E+001, 1.9999979E+001, 1.9999808E+001, 2.0000192E+001, 2.0000192E+001, 2.0000981E+001, 2.0000981E+001, 2.0000981E+001, 2.0000883E+001, 2.0000883E+001, 2.0000261E+001, 2.0000261E+001, 2.0000261E+001, 1.9999858E+001, 1.9999858E+001, 1.9999907E+001, 1.9999907E+001, 1.9999907E+001, 2.0000172E+001, 2.0000172E+001, 1.9999832E+001, 5.6575085E+000, 1.9999725E+001, 5.2028130E+000, 1.9999625E+001, 6.4762936E-004,-1.7907783E-004, 7.6170791E-005, 4.0993185E-004, 3.7945510E-003, 3.2758436E-003, 4.0823974E-003, 3.6387205E-003, 3.1469216E-003, 3.4549214E-003, 4.0062266E-003, 3.2287887E-003
 9.2098253E+000, 2.0000029E+001, 2.0000029E+001, 2.0000045E+001, 2.0000045E+001, 2.0000045E+001, 1.9999973E+001, 1.9999973E+001, 2.0000363E+001, 2.0000363E+001, 2.0000363E+001, 2.0000800E+001, 2.0000800E+001, 2.0000320E+001, 2.0000320E+001, 2.0000320E+001, 1.9999978E+001, 1.9999978E+001, 1.9999808E+001, 2.0000194E+001, 2.0000194E+001, 2.0000994E+001, 2.0000994E+001, 2.0000994E+001, 2.0000890E+001, 2.0000890E+001, 2.0000264E+001, 2.0000264E+001, 2.0000264E+001, 1.9999857E+001, 1.9999857E+001, 1.9999906E+001, 1.9999906E+001, 1.9999906E+001, 2.0000175E+001, 2.0000175E+001, 1.9999831E+001, 5.6320880E+000, 1.9999718E+001, 5.2018385E+000, 1.9999623E+001, 6.3332546E-004,-1.8534243E-004, 6.5138745E-005, 4.0098705E-004, 3.7755845E-003, 3.2632880E-003, 4.0629789E-003, 3.6236634E-003, 3.1422590E-003, 3.4486304E-003, 3.9978402E-003, 3.2226764E-003
 9.3659240E+000, 2.0000028E+001, 2.0000028E+001, 2.0000045E+001, 2.0000045E+001, 2.0000045E+001, 1.9999972E+001, 1.9999972E+001, 2.0000367E+001, 2.0000367E+001, 2.0000367E+001, 2.0000809E+001, 2.0000809E+001, 2.0000322E+001, 2.0000322E+001, 2.0000322E+001, 1.9999977E+001, 1.9999977E+001, 1.9999808E+001, 2.0000195E+001, 2.0000195E+001, 2.0001007E+001, 2.0001007E+001, 2.0001007E+001, 2.0000898E+001, 2.0000898E+001, 2.0000266E+001, 2.0000266E+001, 2.0000266E+001, 1.9999857E+001, 1.9999857E+001, 1.9999906E+001, 1.9999906E+001, 1.9999906E+001, 2.0000177E+001, 2.0000177E+001, 1.9999831E+001, 5.6068379E+000, 1.9999712E+001, 5.2009266E+000, 1.9999621E+001, 6.1769898E-004,-1.9182176E-004, 5.4251198E-005, 3.9036771E-004, 3.7560049E-003, 3.2506004E-003, 4.0436728E-003, 3.6075646E-003, 3.1383059E-003, 3.4424221E-003, 3.9894216E-003, 3.2171969E-003
 9.5220227E+000, 2.0000028E+001, 2.0000028E+001, 2.0000044E+001, 2.0000044E+001, 2.0000044E+001, 1.9999971E+001, 1.9999971E+001, 2.0000371E+001, 2.0000371E+001, 2.0000371E+001, 2.0000818E+001, 2.0000818E+001, 2.0000323E+001, 2.0000323E+001, 2.0000323E+001, 1.9999976E+001, 1.9999976E+001, 1.9999808E+001, 2.0000197E+001, 2.0000197E+001, 2.0001019E+001, 2.0001019E+001, 2.0001019E+001, 2.0000905E+001, 2.0000905E+001, 2.0000268E+001, 2.0000268E+001, 2.0000268E+001, 1.9999856E+001, 1.9999856E+001, 1.9999905E+001, 1.9999905E+001, 1.9999905E+001, 2.0000180E+001, 2.0000180E+001, 1.9999831E+001, 5.5816138E+000, 1.9999706E+001, 5.2001304E+000, 1.9999620E+001, 6.0105422E-004,-1.9842269E-004, 4.3660935E-005, 3.7816745E-004, 3.7359588E-003, 3.2378320E-003, 4.0245514E-003, 3.5904811E-003, 3.1349046E-003, 3.4362547E-003, 3.9808905E-003, 3.2123136E-003
 9.6781215E+000, 2.0000027E+001, 2.0000027E+001, 2.0000043E+001, 2.0000043E+001, 2.0000043E+001, 1.9999970E+001, 1.9999970E+001, 2.0000375E+001, 2.0000375E+001, 2.0000375E+001, 2.0000827E+001, 2.0000827E+001, 2.0000325E+001, 2.0000325E+001, 2.0000325E+001, 1.9999975E+001, 1.9999975E+001, 1.9999808E+001, 2.0000198E+001, 2.0000198E+001, 2.0001032E+001, 2.0001032E+001, 2.0001032E+001, 2.0000912E+001, 2.0000912E+001, 2.0000271E+001, 2.0000271E+001, 2.0000271E+001, 1.9999856E+001, 1.9999856E+001, 1.9999905E+001, 1.9999905E+001, 1.9999905E+001, 2.0000183E+001, 2.0000183E+001, 1.9999830E+001, 5.5565892E+000, 1.9999700E+001, 5.1994550E+000, 1.9999619E+001, 5.8373247E-004,-2.0505183E-004, 3.3512426E-005, 3.6456076E-004, 3.7156118E-003, 3.2250349E-003, 4.0056835E-003, 3.5725218E-003, 3.1318793E-003, 3.4300868E-003, 3.9721711E-003, 3.2079611E-003
 9.8342202E+000, 2.0000027E+001, 2.0000027E+001, 2.0000043E+001, 2.0000043E+001, 2.0000043E+001, 1.9999969E+001, 1.9999969E+001, 2.0000379E+001, 2.0000379E+001, 2.0000379E+001, 2.0000836E+001, 2.0000836E+001, 2.0000326E+001, 2.0000326E+001, 2.0000326E+001, 1.9999974E+001, 1.9999974E+001, 1.9999808E+001, 2.0000200E+001, 2.0000200E+001, 2.0001044E+001, 2.0001044E+001, 2.0001044E+001, 2.0000919E+001, 2.0000919E+001, 2.0000273E+001, 2.0000273E+001, 2.0000273E+001, 1.9999855E+001, 1.9999855E+001, 1.9999904E+001, 1.9999904E+001, 1.9999904E+001, 2.0000186E+001, 2.0000186E+001, 1.9999830E+001, 5.5315193E+000, 1.9999695E+001, 5.1988422E+000, 1.9999617E+001, 5.6609964E-004,-2.1159844E-004, 2.3943656E-005, 3.4978576E-004, 3.6951408E-003, 3.2122703E-003, 3.9871350E-003, 3.5538369E-003, 3.1290411E-003, 3.4238688E-003, 3.9631913E-003, 3.2040512E-003
 9.9903189E+000, 2.0000026E+001, 2.0000026E+001, 2.0000042E+001, 2.0000042E+001, 2.0000042E+001, 1.9999968E+001, 1.9999968E+001, 2.0000383E+001, 2.0000383E+001, 2.0000383E+001, 2.0000845E+001, 2.0000845E+001, 2.0000327E+001, 2.0000327E+001, 2.0000327E+001, 1.9999972E+001, 1.9999972E+001, 1.9999808E+001, 2.0000201E+001, 2.0000201E+001, 2.0001056E+001, 2.0001056E+001, 2.0001056E+001, 2.0000926E+001, 2.0000926E+001, 2.0000275E+001, 2.0000275E+001, 2.0000275E+001, 1.9999855E+001, 1.9999855E+001, 1.9999903E+001, 1.9999903E+001, 1.9999903E+001, 2.0000188E+001, 2.0000188E+001, 1.9999830E+001, 5.5066207E+000, 1.9999689E+001, 5.1983003E+000, 1.9999616E+001, 5.4852910E-004,-2.1794724E-004, 1.5081522E-005, 3.3412911E-004, 3.6747259E-003, 3.1996019E-003, 3.9689667E-003, 3.5346081E-003, 3.1261968E-003, 3.4175492E-003, 3.9538852E-003, 3.2004790E-003
 1.0000000E+001, 2.0000026E+001, 2.0000026E+001, 2.0000042E+001, 2.0000042E+001, 2.0000042E+001, 1.9999968E+001, 1.9999968E+001, 2.0000383E+001, 2.0000383E+001, 2.0000383E+001, 2.0000846E+001, 2.0000846E+001, 2.0000327E+001, 2.0000327E+001, 2.0000327E+001, 1.9999972E+001, 1.9999972E+001, 1.9999808E+001, 2.0000201E+001, 2.0000201E+001, 2.0001057E+001, 2.0001057E+001, 2.0001057E+001, 2.0000926E+001, 2.0000926E+001, 2.0000275E+001, 2.0000275E+001, 2.0000275E+001, 1.9999855E+001, 1.9999855E+001, 1.9999903E+001, 1.9999903E+001, 1.9999903E+001, 2.0000189E+001, 2.0000189E+001, 1.9999830E+001, 5.5051061E+000, 1.9999686E+001, 5.1984357E+000, 1.9999616E+001, 5.4754468E-004,-2.1810400E-004, 1.5254924E-005, 3.3235492E-004, 3.6735103E-003, 3.1989339E-003, 3.9681899E-003, 3.5328982E-003, 3.1259656E-003, 3.4170379E-003, 3.9529350E-003, 3.2005433E-003
