s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa,Pa,Pa
 1.4901063E+001, 0.0000000E+000,-2.8364897E-001,-5.0811430E-001,-2.6086643E-001, 0.0000000E+000, 1.1632410E+001, 0.0000000E+000, 1.0582099E+001, 1.0579780E+001, 0.0000000E+000, 1.0000000E-001, 9.8089335E+002, 9.8066010E+002,-1.1645235E+000
 1.5105186E+001, 0.0000000E+000,-2.8824653E-001,-5.0810640E-001,-2.6523132E-001, 0.0000000E+000, 1.1629533E+001, 0.0000000E+000, 1.0575412E+001, 1.0567948E+001, 0.0000000E+000, 1.0000000E-001, 9.9436441E+002, 9.9420695E+002,-1.1645733E+000
 1.5309311E+001, 0.0000000E+000,-2.9576589E-001,-4.7228181E-001,-2.7424500E-001, 0.0000000E+000, 1.1171212E+001, 0.0000000E+000, 5.5746629E+000, 1.0128919E+001, 0.0000000E+000, 1.0000000E-001, 1.0078473E+003, 1.0077410E+003,-1.1645869E+000
 1.5513435E+001, 0.0000000E+000,-2.9876056E-001,-4.9386961E-001,-2.6433540E-001, 0.0000000E+000, 1.1258648E+001, 0.0000000E+000, 9.7426852E+000, 1.0201682E+001, 0.0000000E+000, 1.0000000E-001, 9.3660247E+002, 9.3653071E+002, 2.5543363E+002
 1.5717559E+001, 0.0000000E+000,-3.0322380E-001,-5.0289050E-001,-2.6429679E-001, 0.0000000E+000, 1.1452067E+001, 0.0000000E+000, 1.0099673E+001, 1.0381656E+001, 0.0000000E+000, 1.0000000E-001, 8.9192994E+002, 8.9188150E+002, 4.3208304E+002
 1.5921683E+001, 0.0000000E+000,-3.0772356E-001,-5.0643346E-001,-2.6699533E-001, 0.0000000E+000, 1.1539587E+001, 0.0000000E+000, 1.0266734E+001, 1.0458434E+001, 0.0000000E+000, 1.0000000E-001, 8.6512124E+002, 8.6508854E+002, 5.5468548E+002
 1.6125807E+001, 0.0000000E+000,-3.1095475E-001,-5.0768898E-001,-2.7065115E-001, 0.0000000E+000, 1.1578595E+001, 0.0000000E+000, 1.0366525E+001, 1.0489300E+001, 0.0000000E+000, 1.0000000E-001, 8.5034321E+002, 8.5032113E+002, 6.4077267E+002
 1.6329931E+001, 0.0000000E+000,-3.1549937E-001,-5.0804685E-001,-2.7463567E-001, 0.0000000E+000, 1.1595226E+001, 0.0000000E+000, 1.0426131E+001, 1.0497044E+001, 0.0000000E+000, 1.0000000E-001, 8.4367359E+002, 8.4365869E+002, 7.0219565E+002
 1.6534056E+001, 0.0000000E+000,-3.2005417E-001,-5.0809227E-001,-2.7872102E-001, 0.0000000E+000, 1.1601300E+001, 0.0000000E+000, 1.0457483E+001, 1.0494432E+001, 0.0000000E+000, 1.0000000E-001, 8.4247082E+002, 8.4246075E+002, 7.4696118E+002
 1.6738180E+001, 0.0000000E+000,-3.2286964E-001,-5.0805831E-001,-2.8284591E-001, 0.0000000E+000, 1.1602945E+001, 0.0000000E+000, 1.0471902E+001, 1.0489171E+001, 0.0000000E+000, 1.0000000E-001, 8.4495511E+002, 8.4494832E+002, 7.8047798E+002
 1.6942305E+001, 0.0000000E+000,-3.2743096E-001,-5.0802673E-001,-2.8702870E-001, 0.0000000E+000, 1.1602260E+001, 0.0000000E+000, 1.0477808E+001, 1.0479773E+001, 0.0000000E+000, 1.0000000E-001, 8.4992701E+002, 8.4992243E+002, 8.0639947E+002
 1.7146429E+001, 0.0000000E+000,-3.3198995E-001,-5.0801719E-001,-2.9121597E-001, 0.0000000E+000, 1.1599760E+001, 0.0000000E+000, 1.0473608E+001, 1.0468537E+001, 0.0000000E+000, 1.0000000E-001, 8.5657625E+002, 8.5657315E+002, 8.2719145E+002
 1.7350552E+001, 0.0000000E+000,-3.3441296E-001,-5.0802640E-001,-2.9537588E-001, 0.0000000E+000, 1.1597125E+001, 0.0000000E+000, 1.0463843E+001, 1.0459310E+001, 0.0000000E+000, 1.0000000E-001, 8.6435629E+002, 8.6435420E+002, 8.4451906E+002
 1.7554676E+001, 0.0000000E+000,-3.3896320E-001,-5.0804511E-001,-2.9949543E-001, 0.0000000E+000, 1.1594422E+001, 0.0000000E+000, 1.0455270E+001, 1.0447919E+001, 0.0000000E+000, 1.0000000E-001, 8.7289945E+002, 8.7289804E+002, 8.5950763E+002
 1.7758801E+001, 0.0000000E+000,-3.4350805E-001,-5.0806516E-001,-3.0358877E-001, 0.0000000E+000, 1.1591297E+001, 0.0000000E+000, 1.0443244E+001, 1.0436135E+001, 0.0000000E+000, 1.0000000E-001, 8.8195635E+002, 8.8195540E+002, 8.7291573E+002
 1.7962925E+001, 0.0000000E+000,-3.4567106E-001,-5.0808157E-001,-3.0767663E-001, 0.0000000E+000, 1.1588645E+001, 0.0000000E+000, 1.0431304E+001, 1.0427215E+001, 0.0000000E+000, 1.0000000E-001, 8.9135921E+002, 8.9135857E+002, 8.8525602E+002
 1.8167049E+001, 0.0000000E+000,-3.5020690E-001,-5.0809248E-001,-3.1178271E-001, 0.0000000E+000, 1.1585901E+001, 0.0000000E+000, 1.0422771E+001, 1.0415819E+001, 0.0000000E+000, 1.0000000E-001, 9.0099552E+002, 9.0099508E+002, 8.9687535E+002
 1.8371174E+001, 0.0000000E+000,-3.5473764E-001,-5.0809830E-001,-3.1591422E-001, 0.0000000E+000, 1.1582596E+001, 0.0000000E+000, 1.0410878E+001, 1.0403846E+001, 0.0000000E+000, 1.0000000E-001, 9.1078788E+002, 9.1078759E+002, 9.0800642E+002
 1.8575296E+001, 0.0000000E+000,-3.5466004E-001,-5.0810062E-001,-3.2007251E-001, 0.0000000E+000, 1.1580119E+001, 0.0000000E+000, 1.0398913E+001, 1.0397286E+001, 0.0000000E+000, 1.0000000E-001, 9.2068460E+002, 9.2068440E+002, 9.1880687E+002
 1.8779421E+001, 0.0000000E+000,-3.5918316E-001,-5.0810128E-001,-3.2425566E-001, 0.0000000E+000, 1.1577593E+001, 0.0000000E+000, 1.0393287E+001, 1.0386053E+001, 0.0000000E+000, 1.0000000E-001, 9.3065235E+002, 9.3065222E+002, 9.2938472E+002
 1.8983545E+001, 0.0000000E+000,-3.6370101E-001,-5.0810182E-001,-3.2845069E-001, 0.0000000E+000, 1.1574125E+001, 0.0000000E+000, 1.0381142E+001, 1.0373872E+001, 0.0000000E+000, 1.0000000E-001, 9.4066597E+002, 9.4066588E+002, 9.3981022E+002
 1.9187670E+001, 0.0000000E+000,-3.6378568E-001,-5.0810316E-001,-3.3264921E-001, 0.0000000E+000, 1.1571543E+001, 0.0000000E+000, 1.0368929E+001, 1.0367005E+001, 0.0000000E+000, 1.0000000E-001, 9.5070957E+002, 9.5070951E+002, 9.5013186E+002
 1.9391794E+001, 0.0000000E+000,-3.6829535E-001,-5.0810560E-001,-3.3685388E-001, 0.0000000E+000, 1.1568978E+001, 0.0000000E+000, 1.0362886E+001, 1.0355723E+001, 0.0000000E+000, 1.0000000E-001, 9.6077397E+002, 9.6077393E+002, 9.6038397E+002
 1.9595919E+001, 0.0000000E+000,-3.7279955E-001,-5.0810891E-001,-3.4105859E-001, 0.0000000E+000, 1.1565557E+001, 0.0000000E+000, 1.0350656E+001, 1.0343590E+001, 0.0000000E+000, 1.0000000E-001, 9.7085041E+002, 9.7085038E+002, 9.7058713E+002
 1.9800041E+001, 0.0000000E+000,-3.7342845E-001,-5.0811257E-001,-3.4526610E-001, 0.0000000E+000, 1.1562924E+001, 0.0000000E+000, 1.0338461E+001, 1.0336116E+001, 0.0000000E+000, 1.0000000E-001, 9.8093403E+002, 9.8093401E+002, 9.8075629E+002
 2.0004166E+001, 0.0000000E+000,-3.7792408E-001,-5.0811594E-001,-3.4948360E-001, 0.0000000E+000, 1.1560292E+001, 0.0000000E+000, 1.0331704E+001, 1.0324768E+001, 0.0000000E+000, 1.0000000E-001, 9.9102288E+002, 9.9102286E+002, 9.9090289E+002
 2.0208290E+001, 0.0000000E+000,-3.8241345E-001, 1.9604657E+001,-3.5204804E-001, 0.0000000E+000,-2.2835120E+002, 0.0000000E+000, 1.0317383E+001,-2.0948100E+002, 0.0000000E+000, 1.0000000E-001, 1.0011134E+003, 1.0011134E+003, 1.0010324E+003
 2.0412415E+001, 0.0000000E+000,-2.2943777E-001, 1.3288169E+001,-2.0291982E-001, 0.0000000E+000,-2.9660462E+002, 0.0000000E+000,-3.5829576E+002,-2.8374881E+002, 0.0000000E+000, 1.0000000E-001, 6.7545460E+002, 6.7545460E+002, 6.7539992E+002
 2.0616539E+001, 0.0000000E+000,-1.2446688E-001, 9.0187487E+000,-1.1540006E-001, 0.0000000E+000,-2.0023334E+002, 0.0000000E+000,-2.4153725E+002,-1.9145446E+002, 0.0000000E+000, 1.0000000E-001, 4.5560724E+002, 4.5560723E+002, 4.5557032E+002
 2.0820663E+001, 0.0000000E+000,-5.3574875E-002, 6.1146774E+000,-6.3987497E-002, 0.0000000E+000,-1.3517454E+002, 0.0000000E+000,-1.6294346E+002,-1.2917742E+002, 0.0000000E+000, 1.0000000E-001, 3.0719157E+002, 3.0719156E+002, 3.0716665E+002
 2.1024788E+001, 0.0000000E+000,-1.6987975E-002, 4.1393427E+000,-3.3606837E-002, 0.0000000E+000,-9.1254307E+001, 0.0000000E+000,-1.0992165E+002,-8.7165559E+001, 0.0000000E+000, 1.0000000E-001, 2.0699837E+002, 2.0699837E+002, 2.0698154E+002
 2.1228910E+001, 0.0000000E+000, 1.5317518E-002, 2.7983092E+000,-1.5880152E-002, 0.0000000E+000,-6.1604418E+001, 0.0000000E+000,-7.4158746E+001,-5.8806671E+001, 0.0000000E+000, 1.0000000E-001, 1.3935944E+002, 1.3935944E+002, 1.3934808E+002
 2.1433035E+001, 0.0000000E+000, 3.7118196E-002, 1.8920001E+000,-5.4295369E-003, 0.0000000E+000,-4.1588221E+001, 0.0000000E+000,-5.0025690E+001,-3.9664532E+001, 0.0000000E+000, 1.0000000E-001, 9.3697410E+001, 9.3697409E+001, 9.3689742E+001
 2.1637159E+001, 0.0000000E+000, 3.7688001E-002, 1.2800477E+000, 9.9400281E-004, 0.0000000E+000,-2.8075586E+001, 0.0000000E+000,-3.3736437E+001,-2.6756856E+001, 0.0000000E+000, 1.0000000E-001, 6.2871657E+001, 6.2871656E+001, 6.2866481E+001
 2.1841284E+001, 0.0000000E+000, 4.7608623E-002, 8.6709712E-001, 4.9771089E-003, 0.0000000E+000,-1.8953408E+001, 0.0000000E+000,-2.2753198E+001,-1.8033725E+001, 0.0000000E+000, 1.0000000E-001, 4.2061652E+001, 4.2061651E+001, 4.2058157E+001
 2.2045408E+001, 0.0000000E+000, 5.4294033E-002, 5.8818870E-001, 7.5956048E-003, 0.0000000E+000,-1.2795162E+001, 0.0000000E+000,-1.5329496E+001,-1.2145084E+001, 0.0000000E+000, 1.0000000E-001, 2.8013129E+001, 2.8013128E+001, 2.8010770E+001
 2.2249533E+001, 0.0000000E+000, 4.2373749E-002, 3.9986593E-001, 9.1899512E-003, 0.0000000E+000,-8.6378227E+000, 0.0000000E+000,-1.0318719E+001,-8.1863931E+000, 0.0000000E+000, 1.0000000E-001, 1.8529181E+001, 1.8529181E+001, 1.8527588E+001
 2.2453655E+001, 0.0000000E+000, 4.5407528E-002, 2.7301573E-001, 1.0186478E-002, 0.0000000E+000,-5.8312649E+000, 0.0000000E+000,-6.9529748E+000,-5.5026552E+000, 0.0000000E+000, 1.0000000E-001, 1.2126710E+001, 1.2126710E+001, 1.2125635E+001
 2.2657780E+001, 0.0000000E+000, 4.7446003E-002, 1.8733834E-001, 1.0902193E-002, 0.0000000E+000,-3.9365997E+000, 0.0000000E+000,-4.6699097E+000,-3.6909132E+000, 0.0000000E+000, 1.0000000E-001, 7.8044970E+000, 7.8044969E+000, 7.8037712E+000
 2.2861904E+001, 0.0000000E+000, 3.0606243E-002, 1.2901544E-001, 1.1485900E-002, 0.0000000E+000,-2.6575396E+000, 0.0000000E+000,-3.1289461E+000,-2.4864320E+000, 0.0000000E+000, 1.0000000E-001, 4.8866359E+000, 4.8866359E+000, 4.8861460E+000
 2.3066029E+001, 0.0000000E+000, 3.1527017E-002, 8.9604347E-002, 1.1947270E-002, 0.0000000E+000,-1.7940652E+000, 0.0000000E+000,-2.1074527E+000,-1.6609866E+000, 0.0000000E+000, 1.0000000E-001, 2.9168316E+000, 2.9168315E+000, 2.9165008E+000
 2.3270153E+001, 0.0000000E+000, 3.2141770E-002, 6.2716782E-002, 1.2282885E-002, 0.0000000E+000,-1.2111466E+000, 0.0000000E+000,-1.4056340E+000,-1.1040052E+000, 0.0000000E+000, 1.0000000E-001, 1.5870461E+000, 1.5870461E+000, 1.5868228E+000
 2.3474277E+001, 0.0000000E+000, 1.9281758E-002, 4.4066236E-002, 1.2478088E-002, 0.0000000E+000,-8.1762696E-001, 0.0000000E+000,-9.3214188E-001,-7.4180088E-001, 0.0000000E+000, 1.0000000E-001, 6.8932780E-001, 6.8932779E-001, 6.8917706E-001
 2.3678400E+001, 0.0000000E+000, 1.9556296E-002, 3.1371746E-002, 1.2554329E-002, 0.0000000E+000,-5.5196773E-001, 0.0000000E+000,-6.2626979E-001,-4.8848536E-001, 0.0000000E+000, 1.0000000E-001, 8.3291617E-002, 8.3291606E-002, 8.3189853E-002
 2.3882524E+001, 0.0000000E+000, 1.9736919E-002, 2.2565229E-002, 1.2559621E-002, 0.0000000E+000,-3.7262516E-001, 0.0000000E+000,-4.1092828E-001,-3.1776339E-001, 0.0000000E+000, 1.0000000E-001,-3.2583435E-001,-3.2583435E-001,-3.2590305E-001
 2.4086649E+001, 0.0000000E+000, 1.4815587E-002, 1.6357363E-002, 1.2505501E-002, 0.0000000E+000,-2.5155367E-001, 0.0000000E+000,-2.6580231E-001,-2.0787522E-001, 0.0000000E+000, 1.0000000E-001,-6.0202917E-001,-6.0202917E-001,-6.0207554E-001
 2.4290773E+001, 0.0000000E+000, 1.4892346E-002, 1.2082531E-002, 1.2447371E-002, 0.0000000E+000,-1.6982012E-001, 0.0000000E+000,-1.7311994E-001,-1.3039787E-001, 0.0000000E+000, 1.0000000E-001,-7.8848416E-001,-7.8848416E-001,-7.8851547E-001
 2.4494898E+001, 0.0000000E+000, 1.4940345E-002, 9.1492252E-003, 1.2410628E-002, 0.0000000E+000,-1.1464302E-001, 0.0000000E+000,-1.0721571E-001,-7.8142825E-002, 0.0000000E+000, 1.0000000E-001,-9.1435713E-001,-9.1435714E-001,-9.1437827E-001
 2.4699022E+001, 0.0000000E+000, 1.2677583E-002, 7.0981223E-003, 1.2381233E-002, 0.0000000E+000,-7.7393791E-002, 0.0000000E+000,-6.2758817E-002,-4.5236852E-002, 0.0000000E+000, 1.0000000E-001,-9.9933210E-001,-9.9933210E-001,-9.9934637E-001
 2.4903145E+001, 0.0000000E+000, 1.2694030E-002, 5.7824808E-003, 1.2360008E-002, 0.0000000E+000,-5.2247390E-002, 0.0000000E+000,-3.5079345E-002,-2.1410871E-002, 0.0000000E+000, 1.0000000E-001,-1.0566974E+000,-1.0566974E+000,-1.0567071E+000
 2.5107269E+001, 0.0000000E+000, 1.2701612E-002, 4.9912920E-003, 1.2338394E-002, 0.0000000E+000,-3.5271432E-002, 0.0000000E+000,-1.4773303E-002,-5.2401339E-003, 0.0000000E+000, 1.0000000E-001,-1.0954239E+000,-1.0954239E+000,-1.0954304E+000
 2.5311394E+001, 0.0000000E+000, 1.1352785E-002, 4.5717546E-003, 1.2305621E-002, 0.0000000E+000,-2.3811216E-002, 0.0000000E+000,-9.5871914E-004, 4.4189443E-003, 0.0000000E+000, 1.0000000E-001,-1.1215676E+000,-1.1215676E+000,-1.1215720E+000
 2.5515518E+001, 0.0000000E+000, 1.1350766E-002, 4.5405779E-003, 1.2246759E-002, 0.0000000E+000,-1.6074596E-002, 0.0000000E+000, 7.1322057E-003, 1.2063508E-002, 0.0000000E+000, 1.0000000E-001,-1.1392168E+000,-1.1392168E+000,-1.1392197E+000
 2.5719643E+001, 0.0000000E+000, 1.1345870E-002, 4.7158460E-003, 1.2168061E-002, 0.0000000E+000,-1.0851719E-002, 0.0000000E+000, 1.3714981E-002, 1.7378058E-002, 0.0000000E+000, 1.0000000E-001,-1.1511315E+000,-1.1511315E+000,-1.1511335E+000
 2.5923767E+001, 0.0000000E+000, 1.0580439E-002, 5.0293509E-003, 1.2058763E-002, 0.0000000E+000,-7.3258333E-003, 0.0000000E+000, 1.8358203E-002, 2.0342720E-002, 0.0000000E+000, 1.0000000E-001,-1.1591749E+000,-1.1591749E+000,-1.1591763E+000
 2.6127892E+001, 0.0000000E+000, 1.0572390E-002, 5.4423745E-003, 1.1941741E-002, 0.0000000E+000,-4.9455605E-003, 0.0000000E+000, 2.0881132E-002, 2.3010946E-002, 0.0000000E+000, 1.0000000E-001,-1.1646049E+000,-1.1646049E+000,-1.1646058E+000
 2.6332014E+001, 0.0000000E+000, 1.0563300E-002, 5.8833508E-003, 1.1831801E-002, 0.0000000E+000,-3.3386739E-003, 0.0000000E+000, 2.3267218E-002, 2.4939777E-002, 0.0000000E+000, 1.0000000E-001,-1.1682706E+000,-1.1682706E+000,-1.1682712E+000
 2.6536139E+001, 0.0000000E+000, 1.0195580E-002, 6.2953075E-003, 1.1729551E-002, 0.0000000E+000,-2.2538888E-003, 0.0000000E+000, 2.5019306E-002, 2.5966550E-002, 0.0000000E+000, 1.0000000E-001,-1.1707453E+000,-1.1707453E+000,-1.1707457E+000
 2.6740263E+001, 0.0000000E+000, 1.0185314E-002, 6.6496082E-003, 1.1637814E-002, 0.0000000E+000,-1.5215666E-003, 0.0000000E+000, 2.5938684E-002, 2.6951169E-002, 0.0000000E+000, 1.0000000E-001,-1.1724159E+000,-1.1724159E+000,-1.1724162E+000
 2.6944387E+001, 0.0000000E+000, 1.0174643E-002, 6.9102369E-003, 1.1556122E-002, 0.0000000E+000,-1.0271869E-003, 0.0000000E+000, 2.6857589E-002, 2.7613816E-002, 0.0000000E+000, 1.0000000E-001,-1.1735437E+000,-1.1735437E+000,-1.1735439E+000
 2.7148512E+001, 0.0000000E+000, 1.0019319E-002, 7.0562283E-003, 1.1484680E-002, 0.0000000E+000,-6.9343850E-004, 0.0000000E+000, 2.7476613E-002, 2.7866789E-002, 0.0000000E+000, 1.0000000E-001,-1.1743051E+000,-1.1743051E+000,-1.1743052E+000
 2.7352636E+001, 0.0000000E+000, 1.0008266E-002, 7.0858207E-003, 1.1418709E-002, 0.0000000E+000,-4.6812996E-004, 0.0000000E+000, 2.7691424E-002, 2.8044666E-002, 0.0000000E+000, 1.0000000E-001,-1.1748191E+000,-1.1748191E+000,-1.1748192E+000
 2.7556759E+001, 0.0000000E+000, 9.9971414E-003, 7.0038873E-003, 1.1354993E-002, 0.0000000E+000,-3.1602753E-004, 0.0000000E+000, 2.7830951E-002, 2.8039994E-002, 0.0000000E+000, 1.0000000E-001,-1.1751661E+000,-1.1751661E+000,-1.1751661E+000
 2.7760883E+001, 0.0000000E+000, 9.9258221E-003, 6.8206082E-003, 1.1290709E-002, 0.0000000E+000,-2.1334546E-004, 0.0000000E+000, 2.7781096E-002, 2.7823794E-002, 0.0000000E+000, 1.0000000E-001,-1.1754003E+000,-1.1754003E+000,-1.1754003E+000
 2.7965008E+001, 0.0000000E+000, 9.9148059E-003, 6.5526194E-003, 1.1224504E-002, 0.0000000E+000,-1.4402633E-004, 0.0000000E+000, 2.7509984E-002, 2.7547903E-002, 0.0000000E+000, 1.0000000E-001,-1.1755584E+000,-1.1755584E+000,-1.1755585E+000
 2.8169132E+001, 0.0000000E+000, 9.9039182E-003, 6.2144336E-003, 1.1158598E-002, 0.0000000E+000,-9.7230020E-005, 0.0000000E+000, 2.7169797E-002, 2.7179720E-002, 0.0000000E+000, 1.0000000E-001,-1.1756652E+000,-1.1756652E+000,-1.1756652E+000
 2.8373257E+001, 0.0000000E+000, 9.8657591E-003, 5.8225466E-003, 1.1091803E-002, 0.0000000E+000,-6.5638534E-005, 0.0000000E+000, 2.6728304E-002, 2.6714470E-002, 0.0000000E+000, 1.0000000E-001,-1.1757373E+000,-1.1757373E+000,-1.1757373E+000
 2.8577381E+001, 0.0000000E+000, 9.8552548E-003, 5.3935828E-003, 1.1022925E-002, 0.0000000E+000,-4.4311593E-005, 0.0000000E+000, 2.6183401E-002, 2.6227451E-002, 0.0000000E+000, 1.0000000E-001,-1.1757859E+000,-1.1757859E+000,-1.1757859E+000
 2.8781504E+001, 0.0000000E+000, 9.8449756E-003, 4.9399095E-003, 1.0956326E-002, 0.0000000E+000,-2.9914095E-005, 0.0000000E+000, 2.5613752E-002, 2.5711297E-002, 0.0000000E+000, 1.0000000E-001,-1.1758188E+000,-1.1758188E+000,-1.1758188E+000
 2.8985628E+001, 0.0000000E+000, 9.8268246E-003, 4.4704500E-003, 1.0887859E-002, 0.0000000E+000,-2.0194558E-005, 0.0000000E+000, 2.5012898E-002, 2.5164939E-002, 0.0000000E+000, 1.0000000E-001,-1.1758409E+000,-1.1758409E+000,-1.1758409E+000
 2.9189753E+001, 0.0000000E+000, 9.8170359E-003, 3.9926382E-003, 1.0824628E-002, 0.0000000E+000,-1.3633039E-005, 0.0000000E+000, 2.4382233E-002, 2.4620669E-002, 0.0000000E+000, 1.0000000E-001,-1.1758559E+000,-1.1758559E+000,-1.1758559E+000
 2.9393877E+001, 0.0000000E+000, 9.8074939E-003, 3.5104242E-003, 1.0767334E-002, 0.0000000E+000,-9.2034605E-006, 0.0000000E+000, 2.3763907E-002, 2.4076048E-002, 0.0000000E+000, 1.0000000E-001,-1.1758660E+000,-1.1758660E+000,-1.1758660E+000
 2.9598001E+001, 0.0000000E+000, 9.7989701E-003, 3.0258014E-003, 1.0715060E-002, 0.0000000E+000,-6.2131164E-006, 0.0000000E+000, 2.3186503E-002, 2.3533618E-002, 0.0000000E+000, 1.0000000E-001,-1.1758728E+000,-1.1758728E+000,-1.1758728E+000
 2.9802126E+001, 0.0000000E+000, 9.7898926E-003, 2.6106019E-003, 1.0683077E-002, 0.0000000E+000,-4.1943811E-006, 0.0000000E+000, 2.2597865E-002, 2.3079377E-002, 0.0000000E+000, 1.0000000E-001,-1.1758774E+000,-1.1758774E+000,-1.1758774E+000
 3.0000000E+001, 0.0000000E+000, 9.7812895E-003, 2.2142840E-003, 1.0649699E-002, 0.0000000E+000,-2.8762057E-006, 0.0000000E+000, 2.2088209E-002, 2.2642396E-002, 0.0000000E+000, 1.0000000E-001,-1.1758805E+000,-1.1758805E+000,-1.1758805E+000
