s,Pa,m/s,
Time,"pres","error","iter"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7933749E-002, 8.9473925E-005, 1.1000000E+001
 7.9056942E-003, 5.7927390E-002, 9.4465335E-005, 2.0000000E+000
 1.1858541E-002, 5.7919221E-002, 9.3526026E-005, 1.0000000E+000
 1.5811388E-002, 5.7909244E-002, 9.6644982E-005, 1.0000000E+000
 1.9764235E-002, 5.7897460E-002, 9.8521615E-005, 1.0000000E+000
 2.3717082E-002, 5.7883871E-002, 9.9136511E-005, 1.0000000E+000
 2.7669930E-002, 5.7868477E-002, 6.2261473E-005, 2.0000000E+000
 3.1622777E-002, 5.7851282E-002, 7.5573564E-005, 1.0000000E+000
 3.5575624E-002, 5.7832286E-002, 9.7630644E-005, 1.0000000E+000
 3.9528471E-002, 5.7811493E-002, 6.1669370E-005, 2.0000000E+000
 4.3481318E-002, 5.7788905E-002, 9.6781713E-005, 1.0000000E+000
 4.7434165E-002, 5.7764525E-002, 7.0525060E-005, 2.0000000E+000
 5.1387012E-002, 5.7738356E-002, 6.7795005E-005, 2.0000000E+000
 5.5339859E-002, 5.7710402E-002, 6.7861785E-005, 2.0000000E+000
 5.9292706E-002, 5.7680664E-002, 7.5826727E-005, 2.0000000E+000
 6.3245553E-002, 5.7649149E-002, 8.5896833E-005, 2.0000000E+000
 6.7198400E-002, 5.7615858E-002, 9.6231534E-005, 2.0000000E+000
 7.1151247E-002, 5.7580797E-002, 5.6085611E-005, 3.0000000E+000
 7.5104094E-002, 5.7543970E-002, 9.6162160E-005, 2.0000000E+000
 7.9056942E-002, 5.7505381E-002, 6.0750297E-005, 3.0000000E+000
 8.2487903E-002, 5.7479937E-002, 8.2716721E-005, 2.0000000E+000
 8.5918865E-002, 5.7444105E-002, 9.9478643E-005, 2.0000000E+000
 8.9349826E-002, 5.7406955E-002, 5.4561371E-005, 3.0000000E+000
 9.2360941E-002, 5.7381878E-002, 7.1353736E-005, 2.0000000E+000
 9.5372056E-002, 5.7347466E-002, 8.5118187E-005, 2.0000000E+000
 9.8383171E-002, 5.7312046E-002, 8.9906432E-005, 2.0000000E+000
 1.0139429E-001, 5.7275620E-002, 9.3089578E-005, 2.0000000E+000
 1.0402230E-001, 5.7251908E-002, 7.5298729E-005, 2.0000000E+000
 1.0665032E-001, 5.7218759E-002, 7.3175905E-005, 2.0000000E+000
 1.0927834E-001, 5.7184850E-002, 7.3913366E-005, 2.0000000E+000
 1.1190636E-001, 5.7150181E-002, 7.5846798E-005, 2.0000000E+000
 1.1453438E-001, 5.7114756E-002, 7.8040330E-005, 2.0000000E+000
 1.1684322E-001, 5.7091361E-002, 6.3534057E-005, 2.0000000E+000
 1.1915206E-001, 5.7059195E-002, 6.6697978E-005, 2.0000000E+000
 1.2146090E-001, 5.7026449E-002, 6.1331303E-005, 2.0000000E+000
 1.2376973E-001, 5.6993124E-002, 6.2276546E-005, 2.0000000E+000
 1.2607857E-001, 5.6959220E-002, 6.4033661E-005, 2.0000000E+000
 1.2838741E-001, 5.6924740E-002, 6.5593174E-005, 2.0000000E+000
 1.3044007E-001, 5.6901090E-002, 5.4163179E-005, 2.0000000E+000
 1.3249273E-001, 5.6869614E-002, 5.7249604E-005, 2.0000000E+000
 1.3454539E-001, 5.6837685E-002, 5.7803799E-005, 2.0000000E+000
 1.3659805E-001, 5.6805304E-002, 5.2566705E-005, 2.0000000E+000
 1.3865071E-001, 5.6772473E-002, 5.7838759E-005, 2.0000000E+000
 1.4070337E-001, 5.6739192E-002, 5.3542906E-005, 2.0000000E+000
 1.4275602E-001, 5.6705463E-002, 5.8930874E-005, 2.0000000E+000
 1.4480868E-001, 5.6671286E-002, 5.4748237E-005, 2.0000000E+000
 1.4663448E-001, 5.6647949E-002, 4.7145453E-005, 2.0000000E+000
 1.4846028E-001, 5.6616911E-002, 4.7925865E-005, 2.0000000E+000
 1.5028608E-001, 5.6585521E-002, 4.7902662E-005, 2.0000000E+000
 1.5211188E-001, 5.6553780E-002, 4.8092900E-005, 2.0000000E+000
 1.5393768E-001, 5.6521689E-002, 4.8337519E-005, 2.0000000E+000
 1.5576348E-001, 5.6489250E-002, 4.8352993E-005, 2.0000000E+000
 1.5758928E-001, 5.6456461E-002, 4.8254983E-005, 2.0000000E+000
 1.5941508E-001, 5.6423325E-002, 4.8253482E-005, 2.0000000E+000
 1.6124088E-001, 5.6389843E-002, 4.8427948E-005, 2.0000000E+000
 1.6306668E-001, 5.6356014E-002, 4.8732555E-005, 2.0000000E+000
 1.6470554E-001, 5.6332209E-002, 7.9234763E-005, 1.0000000E+000
 1.6634440E-001, 5.6301337E-002, 5.1438602E-005, 2.0000000E+000
 1.6798326E-001, 5.6270188E-002, 8.4313007E-005, 1.0000000E+000
 1.6962212E-001, 5.6238763E-002, 5.3912079E-005, 2.0000000E+000
 1.7126098E-001, 5.6207063E-002, 8.5313398E-005, 1.0000000E+000
 1.7289983E-001, 5.6175087E-002, 5.4595611E-005, 2.0000000E+000
 1.7453869E-001, 5.6142838E-002, 8.5560565E-005, 1.0000000E+000
 1.7617755E-001, 5.6110315E-002, 5.4470740E-005, 2.0000000E+000
 1.7781641E-001, 5.6077518E-002, 8.5648489E-005, 1.0000000E+000
 1.7945527E-001, 5.6044450E-002, 5.4873055E-005, 2.0000000E+000
 1.8109413E-001, 5.6011110E-002, 8.6433923E-005, 1.0000000E+000
 1.8273299E-001, 5.5977500E-002, 5.5656809E-005, 2.0000000E+000
 1.8437185E-001, 5.5943619E-002, 8.7222394E-005, 1.0000000E+000
 1.8584447E-001, 5.5919770E-002, 9.2513642E-005, 1.0000000E+000
 1.8731710E-001, 5.5888928E-002, 5.0126347E-005, 2.0000000E+000
 1.8878973E-001, 5.5857870E-002, 6.9858511E-005, 1.0000000E+000
 1.9026236E-001, 5.5826595E-002, 9.1073666E-005, 1.0000000E+000
 1.9173498E-001, 5.5795105E-002, 5.1183345E-005, 2.0000000E+000
 1.9320761E-001, 5.5763399E-002, 7.1445663E-005, 1.0000000E+000
 1.9468024E-001, 5.5731479E-002, 9.2810879E-005, 1.0000000E+000
 1.9615286E-001, 5.5699345E-002, 5.2407430E-005, 2.0000000E+000
 1.9762549E-001, 5.5666997E-002, 7.1840473E-005, 1.0000000E+000
 1.9909812E-001, 5.5634436E-002, 9.2675900E-005, 1.0000000E+000
 2.0057075E-001, 5.5601663E-002, 5.2293786E-005, 2.0000000E+000
 2.0204337E-001, 5.5568678E-002, 7.1997246E-005, 1.0000000E+000
 2.0351600E-001, 5.5535481E-002, 9.3191549E-005, 1.0000000E+000
 2.0498863E-001, 5.5502073E-002, 5.2958867E-005, 2.0000000E+000
 2.0646126E-001, 5.5468455E-002, 7.2682155E-005, 1.0000000E+000
 2.0793388E-001, 5.5434627E-002, 9.3868358E-005, 1.0000000E+000
 2.0940651E-001, 5.5400589E-002, 5.3518221E-005, 2.0000000E+000
 2.1073128E-001, 5.5376599E-002, 5.8065500E-005, 1.0000000E+000
 2.1205605E-001, 5.5345671E-002, 7.4536287E-005, 1.0000000E+000
 2.1338081E-001, 5.5314574E-002, 8.3359250E-005, 1.0000000E+000
 2.1470558E-001, 5.5283310E-002, 8.6874040E-005, 1.0000000E+000
 2.1603035E-001, 5.5251878E-002, 8.8587784E-005, 1.0000000E+000
 2.1735512E-001, 5.5220279E-002, 8.9561767E-005, 1.0000000E+000
 2.1867988E-001, 5.5188513E-002, 8.9796430E-005, 1.0000000E+000
 2.2000465E-001, 5.5156582E-002, 8.9420607E-005, 1.0000000E+000
 2.2132942E-001, 5.5124484E-002, 8.8842190E-005, 1.0000000E+000
 2.2265419E-001, 5.5092222E-002, 8.8457498E-005, 1.0000000E+000
 2.2397896E-001, 5.5059794E-002, 8.8440781E-005, 1.0000000E+000
 2.2530372E-001, 5.5027202E-002, 8.8740253E-005, 1.0000000E+000
 2.2662849E-001, 5.4994446E-002, 8.9190221E-005, 1.0000000E+000
 2.2795326E-001, 5.4961526E-002, 8.9627701E-005, 1.0000000E+000
 2.2927803E-001, 5.4928443E-002, 8.9957648E-005, 1.0000000E+000
 2.3060280E-001, 5.4895198E-002, 9.0162641E-005, 1.0000000E+000
 2.3192756E-001, 5.4861790E-002, 9.0277974E-005, 1.0000000E+000
 2.3325233E-001, 5.4828220E-002, 9.0356845E-005, 1.0000000E+000
 2.3457710E-001, 5.4794488E-002, 9.0443071E-005, 1.0000000E+000
 2.3590187E-001, 5.4760596E-002, 9.0558518E-005, 1.0000000E+000
 2.3722663E-001, 5.4726543E-002, 9.0703931E-005, 1.0000000E+000
 2.3855140E-001, 5.4692330E-002, 9.0867419E-005, 1.0000000E+000
 2.3987617E-001, 5.4657957E-002, 9.1034260E-005, 1.0000000E+000
 2.4106647E-001, 5.4633905E-002, 7.6816371E-005, 1.0000000E+000
 2.4225676E-001, 5.4602787E-002, 8.1473961E-005, 1.0000000E+000
 2.4344706E-001, 5.4571540E-002, 7.3315230E-005, 1.0000000E+000
 2.4463735E-001, 5.4540166E-002, 8.0377661E-005, 1.0000000E+000
 2.4582765E-001, 5.4508664E-002, 7.2696794E-005, 1.0000000E+000
 2.4701794E-001, 5.4477035E-002, 7.0629149E-005, 1.0000000E+000
 2.4820824E-001, 5.4445280E-002, 8.0728852E-005, 1.0000000E+000
 2.4939854E-001, 5.4413398E-002, 7.3127026E-005, 1.0000000E+000
 2.5058883E-001, 5.4381390E-002, 7.0553825E-005, 1.0000000E+000
 2.5177913E-001, 5.4349257E-002, 8.0521926E-005, 1.0000000E+000
 2.5296942E-001, 5.4316998E-002, 7.3101993E-005, 1.0000000E+000
 2.5415972E-001, 5.4284614E-002, 7.0707505E-005, 1.0000000E+000
 2.5535002E-001, 5.4252105E-002, 7.1157012E-005, 1.0000000E+000
 2.5654031E-001, 5.4219472E-002, 8.1660343E-005, 1.0000000E+000
 2.5773061E-001, 5.4186715E-002, 7.4031051E-005, 1.0000000E+000
 2.5892090E-001, 5.4153834E-002, 7.1653923E-005, 1.0000000E+000
 2.6011120E-001, 5.4120829E-002, 7.2174564E-005, 1.0000000E+000
 2.6130149E-001, 5.4087702E-002, 7.2949891E-005, 1.0000000E+000
 2.6249179E-001, 5.4054452E-002, 8.3171095E-005, 1.0000000E+000
 2.6368209E-001, 5.4021079E-002, 7.5308011E-005, 1.0000000E+000
 2.6487238E-001, 5.3987585E-002, 7.2772337E-005, 1.0000000E+000
 2.6606268E-001, 5.3953968E-002, 7.3104516E-005, 1.0000000E+000
 2.6725297E-001, 5.3920231E-002, 7.3659601E-005, 1.0000000E+000
 2.6844327E-001, 5.3886372E-002, 7.4032766E-005, 1.0000000E+000
 2.6963357E-001, 5.3852393E-002, 7.4520747E-005, 1.0000000E+000
 2.7082386E-001, 5.3818293E-002, 7.5194892E-005, 1.0000000E+000
 2.7201416E-001, 5.3784074E-002, 7.5871310E-005, 1.0000000E+000
 2.7439475E-001, 5.3732505E-002, 7.6475797E-005, 1.0000000E+000
 2.7677534E-001, 5.3663351E-002, 7.6633017E-005, 1.0000000E+000
 2.7891119E-001, 5.3606260E-002, 6.6342634E-005, 1.0000000E+000
 2.8104704E-001, 5.3543466E-002, 6.5481900E-005, 1.0000000E+000
 2.8211496E-001, 5.3496134E-002, 6.5997979E-005, 1.0000000E+000
 2.8425081E-001, 5.3448567E-002, 6.3326201E-005, 1.0000000E+000
 2.8638666E-001, 5.3384833E-002, 6.2867500E-005, 1.0000000E+000
 2.8852251E-001, 5.3320727E-002, 6.2696783E-005, 1.0000000E+000
 2.9065836E-001, 5.3256250E-002, 6.2980757E-005, 1.0000000E+000
 2.9279421E-001, 5.3191406E-002, 6.3153870E-005, 1.0000000E+000
 2.9493006E-001, 5.3126195E-002, 6.3191281E-005, 1.0000000E+000
 2.9706591E-001, 5.3060621E-002, 6.3259038E-005, 1.0000000E+000
 2.9813384E-001, 5.3011213E-002, 6.0097613E-005, 1.0000000E+000
 3.0026969E-001, 5.2961581E-002, 6.3498841E-005, 1.0000000E+000
 3.0240554E-001, 5.2895106E-002, 6.3679162E-005, 1.0000000E+000
 3.0454139E-001, 5.2828274E-002, 6.3841589E-005, 1.0000000E+000
 3.0667724E-001, 5.2761087E-002, 6.4002308E-005, 1.0000000E+000
 3.0881309E-001, 5.2693548E-002, 6.4175380E-005, 1.0000000E+000
 3.1094894E-001, 5.2625659E-002, 6.4358466E-005, 1.0000000E+000
 3.1201686E-001, 5.2574525E-002, 6.7825181E-005, 1.0000000E+000
 3.1415271E-001, 5.2523174E-002, 6.4642034E-005, 1.0000000E+000
 3.1628856E-001, 5.2454419E-002, 6.4828610E-005, 1.0000000E+000
 3.1842441E-001, 5.2385321E-002, 6.5017836E-005, 1.0000000E+000
 3.2045204E-001, 5.2321820E-002, 5.8075192E-005, 1.0000000E+000
 3.2237145E-001, 5.2262041E-002, 5.7061262E-005, 1.0000000E+000
 3.2429086E-001, 5.2199117E-002, 5.7508323E-005, 1.0000000E+000
 3.2621027E-001, 5.2135923E-002, 4.9904528E-005, 1.0000000E+000
 3.2812967E-001, 5.2072461E-002, 5.6783061E-005, 1.0000000E+000
 3.3004908E-001, 5.2008731E-002, 4.9601832E-005, 1.0000000E+000
 3.3292820E-001, 5.1928682E-002, 5.4182894E-005, 1.0000000E+000
 3.3484761E-001, 5.1848248E-002, 5.4959183E-005, 1.0000000E+000
 3.3676701E-001, 5.1783596E-002, 5.2918595E-005, 1.0000000E+000
 3.3868642E-001, 5.1718684E-002, 5.5051173E-005, 1.0000000E+000
 3.4060583E-001, 5.1653513E-002, 5.1201580E-005, 1.0000000E+000
 3.4252524E-001, 5.1588086E-002, 5.3823428E-005, 1.0000000E+000
 3.4444465E-001, 5.1522403E-002, 5.6965877E-005, 1.0000000E+000
 3.4636406E-001, 5.1456467E-002, 5.2565775E-005, 1.0000000E+000
 3.4828347E-001, 5.1390279E-002, 5.4547729E-005, 1.0000000E+000
 3.5020288E-001, 5.1323841E-002, 5.7288281E-005, 1.0000000E+000
 3.5212228E-001, 5.1257154E-002, 5.2938891E-005, 1.0000000E+000
 3.5404169E-001, 5.1190220E-002, 5.5152761E-005, 1.0000000E+000
 3.5692081E-001, 5.1106195E-002, 5.5561213E-005, 1.0000000E+000
 3.5884022E-001, 5.1021815E-002, 5.8199348E-005, 1.0000000E+000
 3.6075962E-001, 5.0954030E-002, 5.3704998E-005, 1.0000000E+000
 3.6267903E-001, 5.0886004E-002, 5.5908885E-005, 1.0000000E+000
 3.6459844E-001, 5.0817741E-002, 5.8761614E-005, 1.0000000E+000
 3.6651785E-001, 5.0749241E-002, 5.4203707E-005, 1.0000000E+000
 3.6834121E-001, 5.0686316E-002, 5.2082133E-005, 1.0000000E+000
 3.7006853E-001, 5.0627099E-002, 4.5386834E-005, 1.0000000E+000
 3.7265951E-001, 5.0549290E-002, 4.9452212E-005, 1.0000000E+000
 3.7438684E-001, 5.0471209E-002, 5.0129582E-005, 1.0000000E+000
 3.7611416E-001, 5.0408529E-002, 4.8519151E-005, 1.0000000E+000
 3.7870514E-001, 5.0329911E-002, 4.6539817E-005, 1.0000000E+000
 3.8043246E-001, 5.0251028E-002, 4.6776832E-005, 1.0000000E+000
 3.8215978E-001, 5.0187710E-002, 4.7469405E-005, 1.0000000E+000
 3.8475076E-001, 5.0108302E-002, 4.7563938E-005, 1.0000000E+000
 3.8647808E-001, 5.0028635E-002, 4.7317658E-005, 1.0000000E+000
 3.8820540E-001, 4.9964696E-002, 4.7338699E-005, 1.0000000E+000
 3.9079638E-001, 4.9884516E-002, 4.7585570E-005, 1.0000000E+000
 3.9252370E-001, 4.9804083E-002, 4.7775814E-005, 1.0000000E+000
 3.9425102E-001, 4.9739536E-002, 4.7846610E-005, 1.0000000E+000
 3.9684200E-001, 4.9658604E-002, 4.7953227E-005, 1.0000000E+000
 3.9856932E-001, 4.9577425E-002, 4.8114111E-005, 1.0000000E+000
 4.0029664E-001, 4.9512285E-002, 4.8253520E-005, 1.0000000E+000
 4.0202396E-001, 4.9446979E-002, 4.8380380E-005, 1.0000000E+000
 4.0461494E-001, 4.9365106E-002, 4.8529564E-005, 1.0000000E+000
 4.0634226E-001, 4.9282994E-002, 4.8683188E-005, 1.0000000E+000
 4.0806958E-001, 4.9217115E-002, 4.8809338E-005, 1.0000000E+000
 4.1066056E-001, 4.9134531E-002, 4.8964035E-005, 1.0000000E+000
 4.1238788E-001, 4.9051715E-002, 4.9115062E-005, 1.0000000E+000
 4.1411520E-001, 4.8985277E-002, 4.9235377E-005, 1.0000000E+000
 4.1670618E-001, 4.8902002E-002, 4.9386625E-005, 1.0000000E+000
 4.1843350E-001, 4.8818500E-002, 4.9537748E-005, 1.0000000E+000
 4.2016082E-001, 4.8751519E-002, 4.9657793E-005, 1.0000000E+000
 4.2266448E-001, 4.8671915E-002, 4.5553749E-005, 1.0000000E+000
 4.2421717E-001, 4.8598760E-002, 3.7634088E-005, 1.0000000E+000
 4.2654619E-001, 4.8522927E-002, 4.0571936E-005, 1.0000000E+000
 4.2809888E-001, 4.8446919E-002, 4.2332818E-005, 1.0000000E+000
 4.3042791E-001, 4.8370713E-002, 4.1581798E-005, 1.0000000E+000
 4.3275694E-001, 4.8279031E-002, 4.0271358E-005, 1.0000000E+000
 4.3430962E-001, 4.8202435E-002, 4.0713181E-005, 1.0000000E+000
 4.3663865E-001, 4.8125647E-002, 4.1232132E-005, 1.0000000E+000
 4.3819134E-001, 4.8048692E-002, 4.1222738E-005, 1.0000000E+000
 4.4052037E-001, 4.7971550E-002, 4.1145578E-005, 1.0000000E+000
 4.4207305E-001, 4.7894244E-002, 4.1277328E-005, 1.0000000E+000
 4.4440208E-001, 4.7816754E-002, 4.1447649E-005, 1.0000000E+000
 4.4673111E-001, 4.7723546E-002, 4.1538780E-005, 1.0000000E+000
 4.4828380E-001, 4.7645692E-002, 4.1598364E-005, 1.0000000E+000
 4.5061282E-001, 4.7567660E-002, 4.1696953E-005, 1.0000000E+000
 4.5216551E-001, 4.7489472E-002, 4.1803444E-005, 1.0000000E+000
 4.5449454E-001, 4.7411110E-002, 4.1898245E-005, 1.0000000E+000
 4.5604722E-001, 4.7332596E-002, 4.1990683E-005, 1.0000000E+000
 4.5837625E-001, 4.7253911E-002, 4.2087599E-005, 1.0000000E+000
 4.6070528E-001, 4.7159285E-002, 4.2202997E-005, 1.0000000E+000
 4.6225797E-001, 4.7080263E-002, 4.2294896E-005, 1.0000000E+000
 4.6458700E-001, 4.7001075E-002, 4.2384669E-005, 1.0000000E+000
 4.6613968E-001, 4.6921745E-002, 4.2474258E-005, 1.0000000E+000
 4.6846871E-001, 4.6842252E-002, 4.2563315E-005, 1.0000000E+000
 4.7002140E-001, 4.6762619E-002, 4.2651401E-005, 1.0000000E+000
 4.7235042E-001, 4.6682828E-002, 4.2738385E-005, 1.0000000E+000
 4.7467945E-001, 4.6586892E-002, 4.2841399E-005, 1.0000000E+000
 4.7623214E-001, 4.6506791E-002, 4.2925840E-005, 1.0000000E+000
 4.7856117E-001, 4.6426537E-002, 4.3008703E-005, 1.0000000E+000
 4.8011385E-001, 4.6346152E-002, 4.3090230E-005, 1.0000000E+000
 4.8244288E-001, 4.6265617E-002, 4.3170305E-005, 1.0000000E+000
 4.8461569E-001, 4.6177293E-002, 3.5712688E-005, 1.0000000E+000
 4.8601214E-001, 4.6105907E-002, 3.4128986E-005, 1.0000000E+000
 4.8810683E-001, 4.6033118E-002, 3.5840393E-005, 1.0000000E+000
 4.9020152E-001, 4.5945635E-002, 3.6465421E-005, 1.0000000E+000
 4.9229621E-001, 4.5857999E-002, 3.4990119E-005, 1.0000000E+000
 4.9439090E-001, 4.5770212E-002, 3.5028840E-005, 1.0000000E+000
 4.9648559E-001, 4.5682277E-002, 3.5555095E-005, 1.0000000E+000
