s,m3/s,m3/s,m/s,
 2.0960301E+001, 9.9994468E-001, 9.7367169E-001, 9.6059782E-004, 1.0000000E+001
 2.1048193E+001, 9.9993727E-001, 9.7437108E-001, 9.5301685E-004, 1.2000000E+001
 2.1136085E+001, 9.9992952E-001, 9.7507449E-001, 9.2059035E-004, 1.2000000E+001
 2.1223977E+001, 9.9992258E-001, 9.7588798E-001, 9.4109021E-004, 1.0000000E+001
 2.1311869E+001, 9.9991639E-001, 9.7682304E-001, 9.6987916E-004, 8.0000000E+000
 2.1399761E+001, 9.9991065E-001, 9.7791327E-001, 9.2630249E-004, 8.0000000E+000
 2.1487652E+001, 9.9990493E-001, 9.7920464E-001, 7.4395783E-004, 1.0000000E+001
 2.1575544E+001, 9.9990028E-001, 9.8060603E-001, 9.2681138E-004, 8.0000000E+000
 2.1663436E+001, 9.9989656E-001, 9.8224795E-001, 7.6165543E-004, 8.0000000E+000
 2.1751328E+001, 9.9989429E-001, 9.8411933E-001, 7.6477815E-004, 8.0000000E+000
 2.1839220E+001, 9.9989381E-001, 9.8619530E-001, 6.9980483E-004, 8.0000000E+000
 2.1927112E+001, 9.9989488E-001, 9.8842387E-001, 7.7363530E-004, 8.0000000E+000
 2.2015004E+001, 9.9989729E-001, 9.9076910E-001, 8.8267512E-004, 8.0000000E+000
 2.2102896E+001, 9.9990081E-001, 9.9320565E-001, 9.5144269E-004, 8.0000000E+000
 2.2190788E+001, 9.9990504E-001, 9.9571340E-001, 8.8805860E-004, 9.0000000E+000
 2.2278680E+001, 9.9991038E-001, 9.9843213E-001, 8.9191043E-004, 1.0000000E+001
 2.2366571E+001, 9.9991673E-001, 1.0015574E+000, 9.7874862E-004, 1.2000000E+001
 2.2454463E+001, 9.9992433E-001, 1.0052701E+000, 9.9276323E-004, 1.5000000E+001
 2.2542355E+001, 9.9993297E-001, 1.0093029E+000, 9.8981777E-004, 1.4000000E+001
 2.2630247E+001, 9.9994383E-001, 1.0130960E+000, 9.9692488E-004, 1.6000000E+001
 2.2718139E+001, 9.9995798E-001, 1.0163145E+000, 9.8268547E-004, 1.6000000E+001
 2.2806031E+001, 9.9997584E-001, 1.0187986E+000, 9.8565580E-004, 1.4000000E+001
 2.2893923E+001, 9.9999725E-001, 1.0205445E+000, 9.6409650E-004, 1.3000000E+001
 2.2981815E+001, 1.0000219E+000, 1.0217062E+000, 9.2444852E-004, 1.3000000E+001
 2.3069707E+001, 1.0000489E+000, 1.0224537E+000, 9.3786037E-004, 1.2000000E+001
 2.3157599E+001, 1.0000772E+000, 1.0229940E+000, 8.8570118E-004, 1.2000000E+001
 2.3245491E+001, 1.0001053E+000, 1.0234108E+000, 9.6586289E-004, 1.0000000E+001
 2.3333382E+001, 1.0001321E+000, 1.0238290E+000, 8.8003750E-004, 1.0000000E+001
 2.3421274E+001, 1.0001563E+000, 1.0242993E+000, 9.3341877E-004, 1.0000000E+001
 2.3509166E+001, 1.0001762E+000, 1.0247914E+000, 9.8191925E-004, 1.0000000E+001
 2.3597058E+001, 1.0001909E+000, 1.0251789E+000, 9.8062872E-004, 1.2000000E+001
 2.3684950E+001, 1.0001961E+000, 1.0251371E+000, 9.9901315E-004, 2.0000000E+001
 2.3772842E+001, 1.0001947E+000, 1.0247752E+000, 9.9407453E-004, 1.2000000E+001
 2.3860734E+001, 1.0001883E+000, 1.0243932E+000, 9.6844450E-004, 1.2000000E+001
 2.3948626E+001, 1.0001775E+000, 1.0239652E+000, 9.8718712E-004, 1.1000000E+001
 2.4036518E+001, 1.0001640E+000, 1.0234786E+000, 8.9383556E-004, 1.1000000E+001
 2.4124410E+001, 1.0001491E+000, 1.0229056E+000, 8.0730876E-004, 1.1000000E+001
 2.4212301E+001, 1.0001342E+000, 1.0222720E+000, 9.7778103E-004, 9.0000000E+000
 2.4300193E+001, 1.0001204E+000, 1.0216197E+000, 9.4445460E-004, 9.0000000E+000
 2.4388085E+001, 1.0001083E+000, 1.0208246E+000, 9.3776618E-004, 9.0000000E+000
 2.4475977E+001, 1.0000983E+000, 1.0198100E+000, 8.9029519E-004, 9.0000000E+000
 2.4563869E+001, 1.0000902E+000, 1.0184857E+000, 9.3189875E-004, 9.0000000E+000
 2.4651761E+001, 1.0000838E+000, 1.0168149E+000, 9.4610869E-004, 9.0000000E+000
 2.4739653E+001, 1.0000786E+000, 1.0147240E+000, 6.7937466E-004, 1.0000000E+001
 2.4827545E+001, 1.0000741E+000, 1.0125317E+000, 9.3783851E-004, 8.0000000E+000
 2.4915437E+001, 1.0000693E+000, 1.0099778E+000, 9.4517952E-004, 9.0000000E+000
 2.5003329E+001, 1.0000627E+000, 1.0071014E+000, 8.6116233E-004, 1.0000000E+001
 2.5091221E+001, 1.0000533E+000, 1.0040343E+000, 8.3334239E-004, 1.0000000E+001
 2.5179112E+001, 1.0000402E+000, 1.0008575E+000, 9.9852700E-004, 9.0000000E+000
 2.5267004E+001, 1.0000234E+000, 9.9755924E-001, 9.3350892E-004, 9.0000000E+000
 2.5354896E+001, 1.0000029E+000, 9.9418383E-001, 9.8127676E-004, 9.0000000E+000
 2.5442788E+001, 9.9998025E-001, 9.9080951E-001, 8.6078497E-004, 1.0000000E+001
 2.5530680E+001, 9.9995738E-001, 9.8755033E-001, 8.3956687E-004, 1.0000000E+001
 2.5618572E+001, 9.9993611E-001, 9.8446747E-001, 9.8997355E-004, 9.0000000E+000
 2.5706464E+001, 9.9991807E-001, 9.8168272E-001, 9.6575682E-004, 1.2000000E+001
 2.5794356E+001, 9.9990648E-001, 9.7973032E-001, 9.9366553E-004, 1.9000000E+001
 2.5882248E+001, 9.9990426E-001, 9.7910640E-001, 9.9909919E-004, 2.1000000E+001
 2.5970140E+001, 9.9990852E-001, 9.7940947E-001, 9.9175412E-004, 1.8000000E+001
 2.6058031E+001, 9.9991764E-001, 9.8060236E-001, 9.9779160E-004, 1.8000000E+001
 2.6145923E+001, 9.9993076E-001, 9.8275786E-001, 9.9230768E-004, 1.8000000E+001
 2.6233815E+001, 9.9994657E-001, 9.8580205E-001, 9.7649285E-004, 1.7000000E+001
 2.6321707E+001, 9.9996357E-001, 9.8958119E-001, 9.5374649E-004, 1.6000000E+001
 2.6409599E+001, 9.9998055E-001, 9.9381612E-001, 9.4964886E-004, 1.4000000E+001
 2.6497491E+001, 9.9999651E-001, 9.9829900E-001, 8.6407029E-004, 1.4000000E+001
 2.6585383E+001, 1.0000111E+000, 1.0027087E+000, 9.9040338E-004, 1.2000000E+001
 2.6673275E+001, 1.0000229E+000, 1.0072487E+000, 9.8908409E-004, 2.1000000E+001
 2.6761167E+001, 1.0000322E+000, 1.0109679E+000, 9.9567081E-004, 1.8000000E+001
 2.6849059E+001, 1.0000378E+000, 1.0135191E+000, 9.7663059E-004, 1.8000000E+001
 2.6936951E+001, 1.0000398E+000, 1.0149274E+000, 9.5610256E-004, 1.6000000E+001
 2.7024842E+001, 1.0000389E+000, 1.0155344E+000, 9.3394358E-004, 1.4000000E+001
 2.7112734E+001, 1.0000360E+000, 1.0157234E+000, 9.4110260E-004, 1.2000000E+001
 2.7200626E+001, 1.0000323E+000, 1.0158999E+000, 9.0852112E-004, 1.2000000E+001
 2.7288518E+001, 1.0000290E+000, 1.0162222E+000, 9.5011254E-004, 1.1000000E+001
 2.7376410E+001, 1.0000277E+000, 1.0166721E+000, 9.4473538E-004, 1.0000000E+001
 2.7464302E+001, 1.0000294E+000, 1.0172551E+000, 8.3985203E-004, 1.0000000E+001
 2.7552194E+001, 1.0000347E+000, 1.0179018E+000, 8.4803923E-004, 9.0000000E+000
 2.7640086E+001, 1.0000439E+000, 1.0185839E+000, 9.5512595E-004, 9.0000000E+000
 2.7727978E+001, 1.0000572E+000, 1.0192652E+000, 8.9159595E-004, 1.0000000E+001
 2.7815870E+001, 1.0000740E+000, 1.0198804E+000, 8.2501737E-004, 1.0000000E+001
 2.7903761E+001, 1.0000930E+000, 1.0203895E+000, 8.9826266E-004, 9.0000000E+000
 2.7991653E+001, 1.0001135E+000, 1.0208531E+000, 9.0857939E-004, 1.1000000E+001
 2.8079545E+001, 1.0001327E+000, 1.0212443E+000, 9.5927070E-004, 1.2000000E+001
 2.8167437E+001, 1.0001468E+000, 1.0215898E+000, 9.9097630E-004, 1.3000000E+001
 2.8255329E+001, 1.0001526E+000, 1.0219422E+000, 9.6803691E-004, 1.4000000E+001
 2.8343221E+001, 1.0001494E+000, 1.0223196E+000, 9.9842251E-004, 1.2000000E+001
 2.8431113E+001, 1.0001372E+000, 1.0229587E+000, 9.6776588E-004, 1.4000000E+001
 2.8519005E+001, 1.0001181E+000, 1.0238639E+000, 9.2228311E-004, 1.4000000E+001
 2.8606897E+001, 1.0000965E+000, 1.0250367E+000, 9.3939552E-004, 1.2000000E+001
 2.8694789E+001, 1.0000757E+000, 1.0264663E+000, 9.7647848E-004, 9.0000000E+000
 2.8782681E+001, 1.0000582E+000, 1.0281386E+000, 8.9120303E-004, 9.0000000E+000
 2.8870572E+001, 1.0000453E+000, 1.0299680E+000, 8.9751966E-004, 9.0000000E+000
 2.8958464E+001, 1.0000382E+000, 1.0318265E+000, 9.6262676E-004, 9.0000000E+000
 2.9046356E+001, 1.0000386E+000, 1.0333543E+000, 9.2928560E-004, 1.1000000E+001
 2.9134248E+001, 1.0000476E+000, 1.0341617E+000, 9.9762044E-004, 1.3000000E+001
 2.9222140E+001, 1.0000644E+000, 1.0340608E+000, 9.9053506E-004, 1.3000000E+001
 2.9310032E+001, 1.0000839E+000, 1.0337568E+000, 9.8247858E-004, 9.0000000E+000
 2.9397924E+001, 1.0001040E+000, 1.0330515E+000, 9.4328351E-004, 1.0000000E+001
 2.9485816E+001, 1.0001228E+000, 1.0322568E+000, 9.9885626E-004, 9.0000000E+000
 2.9573708E+001, 1.0001380E+000, 1.0309305E+000, 9.7793777E-004, 1.0000000E+001
 2.9661600E+001, 1.0001484E+000, 1.0291980E+000, 9.6190500E-004, 1.0000000E+001
 2.9749491E+001, 1.0001547E+000, 1.0272075E+000, 9.4455002E-004, 1.0000000E+001
 2.9837383E+001, 1.0001580E+000, 1.0246918E+000, 9.4496145E-004, 1.0000000E+001
 2.9925275E+001, 1.0001591E+000, 1.0216456E+000, 9.2547637E-004, 1.0000000E+001
 3.0013167E+001, 1.0001585E+000, 1.0180368E+000, 8.8034563E-004, 1.0000000E+001
 3.0101059E+001, 1.0001557E+000, 1.0138579E+000, 9.2010855E-004, 1.0000000E+001
 3.0188951E+001, 1.0001502E+000, 1.0091070E+000, 8.7163234E-004, 1.2000000E+001
 3.0276843E+001, 1.0001417E+000, 1.0039363E+000, 9.5672379E-004, 1.2000000E+001
 3.0364735E+001, 1.0001307E+000, 9.9851913E-001, 9.9190295E-004, 1.4000000E+001
 3.0452627E+001, 1.0001173E+000, 9.9303319E-001, 9.9408443E-004, 1.8000000E+001
 3.0540519E+001, 1.0000989E+000, 9.8772543E-001, 9.8909271E-004, 2.4000000E+001
 3.0628410E+001, 1.0000724E+000, 9.8287912E-001, 9.9916874E-004, 2.4000000E+001
 3.0716302E+001, 1.0000363E+000, 9.7853586E-001, 9.9865082E-004, 2.3000000E+001
 3.0804194E+001, 9.9999223E-001, 9.7451374E-001, 9.9940130E-004, 1.9000000E+001
 3.0892086E+001, 9.9994268E-001, 9.7060787E-001, 9.8992866E-004, 1.7000000E+001
 3.0979978E+001, 9.9989110E-001, 9.6666563E-001, 9.7499883E-004, 1.2000000E+001
 3.1067870E+001, 9.9983957E-001, 9.6268406E-001, 9.5821425E-004, 1.2000000E+001
 3.1155762E+001, 9.9981256E-001, 9.6417799E-001, 9.9986638E-004, 2.7900000E+002
 3.1243654E+001, 9.9981233E-001, 9.6834832E-001, 9.9993908E-004, 1.9100000E+002
 3.1331546E+001, 9.9981434E-001, 9.7226618E-001, 9.9828488E-004, 1.2000000E+001
 3.1419438E+001, 9.9981643E-001, 9.7578404E-001, 9.9707431E-004, 1.3000000E+001
 3.1507330E+001, 9.9981904E-001, 9.7890336E-001, 9.8216669E-004, 1.2000000E+001
 3.1595221E+001, 9.9982218E-001, 9.8187646E-001, 9.6696971E-004, 1.2000000E+001
 3.1683113E+001, 9.9982659E-001, 9.8494204E-001, 9.2531700E-004, 1.4000000E+001
 3.1771005E+001, 9.9983439E-001, 9.8821533E-001, 8.6838638E-004, 1.4000000E+001
 3.1858897E+001, 9.9984653E-001, 9.9154566E-001, 9.2408752E-004, 1.2000000E+001
 3.1946789E+001, 9.9986284E-001, 9.9473172E-001, 9.0485611E-004, 1.3000000E+001
 3.2034681E+001, 9.9988331E-001, 9.9776495E-001, 9.3377590E-004, 1.3000000E+001
 3.2122573E+001, 9.9990692E-001, 1.0006361E+000, 9.2730757E-004, 1.3000000E+001
 3.2210465E+001, 9.9993286E-001, 1.0033682E+000, 8.5532225E-004, 1.3000000E+001
 3.2298357E+001, 9.9996052E-001, 1.0058887E+000, 8.2667128E-004, 1.3000000E+001
 3.2386249E+001, 9.9999031E-001, 1.0082716E+000, 9.5844399E-004, 1.2000000E+001
 3.2474140E+001, 1.0000225E+000, 1.0108284E+000, 9.8120811E-004, 1.3000000E+001
 3.2562032E+001, 1.0000570E+000, 1.0136866E+000, 9.2605641E-004, 1.3000000E+001
 3.2649924E+001, 1.0000922E+000, 1.0168840E+000, 9.3879443E-004, 1.1000000E+001
 3.2737816E+001, 1.0001265E+000, 1.0206922E+000, 9.4571234E-004, 1.1000000E+001
 3.2825708E+001, 1.0001586E+000, 1.0251627E+000, 9.9548062E-004, 1.1000000E+001
 3.2913600E+001, 1.0001869E+000, 1.0306878E+000, 9.9088850E-004, 1.5000000E+001
 3.3001492E+001, 1.0001871E+000, 1.0342634E+000, 9.9986500E-004, 3.0900000E+002
 3.3089384E+001, 1.0001864E+000, 1.0352301E+000, 9.9989716E-004, 5.4000000E+001
 3.3177276E+001, 1.0001856E+000, 1.0357715E+000, 9.9946281E-004, 2.2000000E+001
 3.3265168E+001, 1.0001846E+000, 1.0361647E+000, 9.9629380E-004, 1.4000000E+001
 3.3353060E+001, 1.0001833E+000, 1.0365302E+000, 9.8541266E-004, 1.2000000E+001
 3.3440951E+001, 1.0001806E+000, 1.0369236E+000, 9.6227117E-004, 1.0000000E+001
 3.3528843E+001, 1.0001756E+000, 1.0373453E+000, 9.7773226E-004, 1.0000000E+001
 3.3616735E+001, 1.0001670E+000, 1.0375607E+000, 9.4228085E-004, 1.1000000E+001
 3.3704627E+001, 1.0001553E+000, 1.0372814E+000, 9.8679021E-004, 1.0000000E+001
 3.3792519E+001, 1.0001425E+000, 1.0364778E+000, 9.7761776E-004, 1.0000000E+001
 3.3880411E+001, 1.0001303E+000, 1.0352467E+000, 9.8687201E-004, 1.0000000E+001
 3.3968303E+001, 1.0001201E+000, 1.0336744E+000, 9.9178309E-004, 1.1000000E+001
 3.4056195E+001, 1.0001123E+000, 1.0318975E+000, 9.6122555E-004, 1.0000000E+001
 3.4144087E+001, 1.0001071E+000, 1.0300369E+000, 9.8939031E-004, 1.0000000E+001
 3.4231979E+001, 1.0001054E+000, 1.0281050E+000, 9.8353921E-004, 1.2000000E+001
 3.4319870E+001, 1.0001080E+000, 1.0264299E+000, 9.8257338E-004, 1.1000000E+001
 3.4407762E+001, 1.0001145E+000, 1.0251191E+000, 9.7014050E-004, 9.0000000E+000
 3.4495654E+001, 1.0001253E+000, 1.0238183E+000, 9.7809644E-004, 1.1000000E+001
 3.4583546E+001, 1.0001394E+000, 1.0226240E+000, 9.4580677E-004, 1.2000000E+001
 3.4671438E+001, 1.0001542E+000, 1.0217015E+000, 9.6236191E-004, 1.0000000E+001
 3.4759330E+001, 1.0001671E+000, 1.0209280E+000, 9.5817971E-004, 1.0000000E+001
 3.4847222E+001, 1.0001764E+000, 1.0202591E+000, 9.4495643E-004, 1.1000000E+001
 3.4935114E+001, 1.0001812E+000, 1.0197098E+000, 9.4627819E-004, 1.1000000E+001
 3.5023006E+001, 1.0001816E+000, 1.0193968E+000, 9.5471175E-004, 9.0000000E+000
 3.5110898E+001, 1.0001782E+000, 1.0192721E+000, 9.4507108E-004, 9.0000000E+000
 3.5198790E+001, 1.0001710E+000, 1.0192194E+000, 9.9112309E-004, 9.0000000E+000
 3.5286681E+001, 1.0001598E+000, 1.0191614E+000, 9.5254755E-004, 8.0000000E+000
 3.5374573E+001, 1.0001433E+000, 1.0189124E+000, 8.3105505E-004, 9.0000000E+000
 3.5462465E+001, 1.0001204E+000, 1.0183520E+000, 8.8827771E-004, 1.0000000E+001
 3.5550357E+001, 1.0000911E+000, 1.0174605E+000, 8.9382702E-004, 1.0000000E+001
 3.5638249E+001, 1.0000583E+000, 1.0163430E+000, 8.2027294E-004, 1.0000000E+001
 3.5726141E+001, 1.0000255E+000, 1.0150115E+000, 7.5201813E-004, 1.0000000E+001
 3.5814033E+001, 9.9999516E-001, 1.0135704E+000, 9.3296773E-004, 9.0000000E+000
 3.5901925E+001, 9.9996905E-001, 1.0121223E+000, 8.3549616E-004, 8.0000000E+000
 3.5989817E+001, 9.9994805E-001, 1.0105351E+000, 8.4166747E-004, 8.0000000E+000
 3.6077709E+001, 9.9993192E-001, 1.0087811E+000, 8.5391955E-004, 8.0000000E+000
 3.6165600E+001, 9.9992073E-001, 1.0068974E+000, 9.0497117E-004, 8.0000000E+000
 3.6253492E+001, 9.9991474E-001, 1.0049882E+000, 8.6446752E-004, 8.0000000E+000
 3.6341384E+001, 9.9991399E-001, 1.0031662E+000, 8.2625393E-004, 8.0000000E+000
 3.6429276E+001, 9.9991832E-001, 1.0014810E+000, 8.4996133E-004, 8.0000000E+000
 3.6517168E+001, 9.9992694E-001, 9.9987884E-001, 8.8813740E-004, 8.0000000E+000
 3.6605060E+001, 9.9993790E-001, 9.9821970E-001, 7.8031092E-004, 8.0000000E+000
 3.6692952E+001, 9.9994891E-001, 9.9627362E-001, 9.0218125E-004, 9.0000000E+000
 3.6780844E+001, 9.9995727E-001, 9.9387162E-001, 9.1905669E-004, 9.0000000E+000
 3.6868736E+001, 9.9996228E-001, 9.9115134E-001, 9.3507229E-004, 8.0000000E+000
 3.6956628E+001, 9.9996403E-001, 9.8823629E-001, 9.0745006E-004, 8.0000000E+000
 3.7044519E+001, 9.9996212E-001, 9.8510089E-001, 8.9074020E-004, 1.0000000E+001
 3.7132411E+001, 9.9995708E-001, 9.8191739E-001, 9.7891020E-004, 1.0000000E+001
 3.7220303E+001, 9.9994882E-001, 9.7895807E-001, 9.9339830E-004, 1.2000000E+001
 3.7308195E+001, 9.9993792E-001, 9.7649542E-001, 9.6927663E-004, 1.2000000E+001
 3.7396087E+001, 9.9992524E-001, 9.7464142E-001, 9.5624940E-004, 1.0000000E+001
 3.7483979E+001, 9.9991049E-001, 9.7331061E-001, 9.3931792E-004, 1.0000000E+001
 3.7571871E+001, 9.9989344E-001, 9.7240632E-001, 9.0415516E-004, 1.2000000E+001
 3.7659763E+001, 9.9987462E-001, 9.7204721E-001, 8.9567944E-004, 1.2000000E+001
 3.7747655E+001, 9.9985449E-001, 9.7223576E-001, 9.8298150E-004, 1.2000000E+001
 3.7835547E+001, 9.9983367E-001, 9.7282511E-001, 9.6992415E-004, 1.2000000E+001
 3.7923439E+001, 9.9981311E-001, 9.7376493E-001, 9.9939753E-004, 2.6000000E+001
 3.8011330E+001, 9.9980802E-001, 9.7524750E-001, 9.9984709E-004, 6.1000000E+001
 3.8099222E+001, 9.9980820E-001, 9.7641492E-001, 9.9214199E-004, 1.2000000E+001
 3.8187114E+001, 9.9981256E-001, 9.7716163E-001, 9.8294052E-004, 9.0000000E+000
 3.8275006E+001, 9.9982125E-001, 9.7768597E-001, 9.4717295E-004, 1.0000000E+001
 3.8362898E+001, 9.9983353E-001, 9.7819772E-001, 9.8670171E-004, 1.0000000E+001
 3.8450790E+001, 9.9984807E-001, 9.7876221E-001, 9.8698176E-004, 9.0000000E+000
 3.8538682E+001, 9.9986365E-001, 9.7939697E-001, 8.5189471E-004, 9.0000000E+000
 3.8626574E+001, 9.9987922E-001, 9.8012257E-001, 9.2369387E-004, 1.0000000E+001
 3.8714466E+001, 9.9989415E-001, 9.8087518E-001, 8.8450588E-004, 1.0000000E+001
 3.8802358E+001, 9.9990850E-001, 9.8156626E-001, 9.2244898E-004, 8.0000000E+000
 3.8890249E+001, 9.9992154E-001, 9.8226839E-001, 8.3063649E-004, 1.0000000E+001
 3.8978141E+001, 9.9993379E-001, 9.8294326E-001, 9.8255603E-004, 9.0000000E+000
 3.9066033E+001, 9.9994475E-001, 9.8362230E-001, 8.0116539E-004, 9.0000000E+000
 3.9153925E+001, 9.9995455E-001, 9.8434303E-001, 9.4937754E-004, 8.0000000E+000
 3.9241817E+001, 9.9996344E-001, 9.8518565E-001, 9.8342385E-004, 9.0000000E+000
 3.9329709E+001, 9.9997225E-001, 9.8612411E-001, 9.8100194E-004, 9.0000000E+000
 3.9417601E+001, 9.9998105E-001, 9.8711066E-001, 9.8294819E-004, 8.0000000E+000
 3.9505493E+001, 9.9998985E-001, 9.8805816E-001, 9.6848069E-004, 8.0000000E+000
 3.9593385E+001, 9.9999897E-001, 9.8881581E-001, 8.9638329E-004, 9.0000000E+000
 3.9681277E+001, 1.0000068E+000, 9.8927396E-001, 9.7297510E-004, 9.0000000E+000
 3.9769169E+001, 1.0000123E+000, 9.8943705E-001, 9.6148256E-004, 1.1000000E+001
 3.9857060E+001, 1.0000155E+000, 9.8945126E-001, 9.7291089E-004, 1.3000000E+001
 3.9944952E+001, 1.0000176E+000, 9.8960762E-001, 9.8924353E-004, 1.4000000E+001
 4.0032844E+001, 1.0000202E+000, 9.9032887E-001, 9.9264655E-004, 1.6000000E+001
 4.0120736E+001, 1.0000242E+000, 9.9176459E-001, 9.8137474E-004, 1.6000000E+001
 4.0208628E+001, 1.0000303E+000, 9.9374683E-001, 9.8547116E-004, 1.4000000E+001
 4.0296520E+001, 1.0000385E+000, 9.9610283E-001, 9.2496409E-004, 1.4000000E+001
 4.0384412E+001, 1.0000482E+000, 9.9856973E-001, 9.1631504E-004, 1.2000000E+001
 4.0472304E+001, 1.0000588E+000, 1.0010051E+000, 9.4190428E-004, 1.0000000E+001
 4.0560196E+001, 1.0000694E+000, 1.0033675E+000, 8.0893155E-004, 1.0000000E+001
 4.0648088E+001, 1.0000792E+000, 1.0055675E+000, 8.0049761E-004, 9.0000000E+000
