s,m3/s,m3/s,m/s,
 4.0735979E+001, 1.0000876E+000, 1.0075837E+000, 7.7389393E-004, 8.0000000E+000
 4.0823871E+001, 1.0000937E+000, 1.0093129E+000, 8.8895601E-004, 9.0000000E+000
 4.0911763E+001, 1.0000962E+000, 1.0106105E+000, 8.7542794E-004, 1.0000000E+001
 4.0999655E+001, 1.0000932E+000, 1.0113722E+000, 9.8026754E-004, 1.1000000E+001
 4.1087547E+001, 1.0000849E+000, 1.0115740E+000, 9.7288386E-004, 1.1000000E+001
 4.1175439E+001, 1.0000722E+000, 1.0112475E+000, 8.8166283E-004, 1.1000000E+001
 4.1263331E+001, 1.0000571E+000, 1.0104652E+000, 9.4670892E-004, 1.0000000E+001
 4.1351223E+001, 1.0000414E+000, 1.0092783E+000, 9.5026612E-004, 1.0000000E+001
 4.1439115E+001, 1.0000261E+000, 1.0077312E+000, 8.8008904E-004, 1.0000000E+001
 4.1527007E+001, 1.0000124E+000, 1.0058908E+000, 7.4878123E-004, 1.0000000E+001
 4.1614899E+001, 1.0000004E+000, 1.0038298E+000, 9.9800164E-004, 8.0000000E+000
 4.1702790E+001, 9.9999097E-001, 1.0016740E+000, 9.4197908E-004, 8.0000000E+000
 4.1790682E+001, 9.9998416E-001, 9.9949873E-001, 6.7393253E-004, 1.0000000E+001
 4.1878574E+001, 9.9997961E-001, 9.9727722E-001, 9.6587440E-004, 8.0000000E+000
 4.1966466E+001, 9.9997841E-001, 9.9506130E-001, 8.6355691E-004, 8.0000000E+000
 4.2054358E+001, 9.9998000E-001, 9.9287574E-001, 8.5418535E-004, 8.0000000E+000
 4.2142250E+001, 9.9998379E-001, 9.9069991E-001, 7.9613395E-004, 9.0000000E+000
 4.2230142E+001, 9.9998758E-001, 9.8853082E-001, 8.7517996E-004, 8.0000000E+000
 4.2318034E+001, 9.9999031E-001, 9.8642643E-001, 9.6210004E-004, 9.0000000E+000
 4.2405926E+001, 9.9999079E-001, 9.8475415E-001, 9.8259613E-004, 1.2000000E+001
 4.2493818E+001, 9.9998914E-001, 9.8397993E-001, 9.7247035E-004, 1.4000000E+001
 4.2581709E+001, 9.9998608E-001, 9.8410488E-001, 9.5185581E-004, 1.4000000E+001
 4.2669601E+001, 9.9998072E-001, 9.8497639E-001, 9.0975788E-004, 1.4000000E+001
 4.2757493E+001, 9.9997236E-001, 9.8634550E-001, 9.6484705E-004, 1.2000000E+001
 4.2845385E+001, 9.9996042E-001, 9.8816639E-001, 9.3607191E-004, 1.2000000E+001
 4.2933277E+001, 9.9994535E-001, 9.9040267E-001, 8.8373463E-004, 1.2000000E+001
 4.3021169E+001, 9.9992882E-001, 9.9299662E-001, 9.8167275E-004, 1.1000000E+001
 4.3109061E+001, 9.9991303E-001, 9.9580160E-001, 9.7593458E-004, 1.0000000E+001
 4.3196953E+001, 9.9989989E-001, 9.9860003E-001, 9.1373263E-004, 1.1000000E+001
 4.3284845E+001, 9.9989167E-001, 1.0013029E+000, 9.3450214E-004, 1.0000000E+001
 4.3372737E+001, 9.9988878E-001, 1.0037474E+000, 9.4174997E-004, 1.1000000E+001
 4.3460628E+001, 9.9989188E-001, 1.0058581E+000, 9.5009709E-004, 1.3000000E+001
 4.3548520E+001, 9.9989956E-001, 1.0076333E+000, 9.6452980E-004, 1.5000000E+001
 4.3636412E+001, 9.9990861E-001, 1.0091086E+000, 9.9656710E-004, 1.3000000E+001
 4.3724304E+001, 9.9991714E-001, 1.0103658E+000, 9.7261430E-004, 1.3000000E+001
 4.3812196E+001, 9.9992529E-001, 1.0115848E+000, 9.4517233E-004, 1.0000000E+001
 4.3900088E+001, 9.9993354E-001, 1.0128201E+000, 9.9477033E-004, 9.0000000E+000
 4.3987980E+001, 9.9994300E-001, 1.0140435E+000, 8.9085679E-004, 1.0000000E+001
 4.4075872E+001, 9.9995630E-001, 1.0150441E+000, 9.1939712E-004, 1.2000000E+001
 4.4163764E+001, 9.9997397E-001, 1.0155316E+000, 9.5423439E-004, 1.1000000E+001
 4.4251656E+001, 9.9999661E-001, 1.0154622E+000, 9.1400303E-004, 1.1000000E+001
 4.4339548E+001, 1.0000237E+000, 1.0148871E+000, 8.5036863E-004, 1.1000000E+001
 4.4427439E+001, 1.0000536E+000, 1.0138549E+000, 8.9487706E-004, 1.0000000E+001
 4.4515331E+001, 1.0000848E+000, 1.0124285E+000, 8.9871749E-004, 9.0000000E+000
 4.4603223E+001, 1.0001167E+000, 1.0106685E+000, 8.9245337E-004, 1.0000000E+001
 4.4691115E+001, 1.0001472E+000, 1.0085204E+000, 8.1438510E-004, 1.1000000E+001
 4.4779007E+001, 1.0001741E+000, 1.0059282E+000, 9.0377046E-004, 1.0000000E+001
 4.4866899E+001, 1.0001947E+000, 1.0030515E+000, 9.8090775E-004, 1.0000000E+001
 4.4954791E+001, 1.0002020E+000, 1.0001461E+000, 9.9282203E-004, 1.2000000E+001
 4.5042683E+001, 1.0001954E+000, 9.9724556E-001, 9.9733080E-004, 1.6000000E+001
 4.5130575E+001, 1.0001724E+000, 9.9477574E-001, 9.9399676E-004, 2.2000000E+001
 4.5218467E+001, 1.0001405E+000, 9.9294348E-001, 9.9975501E-004, 2.0000000E+001
 4.5306358E+001, 1.0001070E+000, 9.9160877E-001, 9.9413592E-004, 1.6000000E+001
 4.5394250E+001, 1.0000756E+000, 9.9063126E-001, 9.9421158E-004, 1.4000000E+001
 4.5482142E+001, 1.0000475E+000, 9.9000402E-001, 9.4875351E-004, 1.6000000E+001
 4.5570034E+001, 1.0000219E+000, 9.8960796E-001, 9.7550330E-004, 1.4000000E+001
 4.5657926E+001, 9.9999732E-001, 9.8932992E-001, 9.4377276E-004, 1.4000000E+001
 4.5745818E+001, 9.9997280E-001, 9.8908722E-001, 9.5017243E-004, 1.2000000E+001
 4.5833710E+001, 9.9994806E-001, 9.8884259E-001, 9.7917000E-004, 1.0000000E+001
 4.5921602E+001, 9.9992317E-001, 9.8850550E-001, 9.7836897E-004, 1.0000000E+001
 4.6009494E+001, 9.9989837E-001, 9.8794593E-001, 9.4751881E-004, 1.1000000E+001
 4.6097386E+001, 9.9987405E-001, 9.8705884E-001, 9.8963297E-004, 1.2000000E+001
 4.6185278E+001, 9.9985066E-001, 9.8564750E-001, 9.8284157E-004, 1.3000000E+001
 4.6273169E+001, 9.9982896E-001, 9.8382297E-001, 9.6589255E-004, 1.2000000E+001
 4.6361061E+001, 9.9981045E-001, 9.8162666E-001, 9.9995836E-004, 1.6000000E+001
 4.6448953E+001, 9.9980766E-001, 9.7895937E-001, 9.9925942E-004, 5.5000000E+001
 4.6536845E+001, 9.9981012E-001, 9.7688588E-001, 9.8807073E-004, 1.2000000E+001
 4.6624737E+001, 9.9981687E-001, 9.7543336E-001, 9.5497115E-004, 1.2000000E+001
 4.6712629E+001, 9.9982668E-001, 9.7420477E-001, 9.9943910E-004, 9.0000000E+000
 4.6800521E+001, 9.9983842E-001, 9.7336257E-001, 9.2078716E-004, 1.2000000E+001
 4.6888413E+001, 9.9985010E-001, 9.7303324E-001, 9.5301840E-004, 1.4000000E+001
 4.6976305E+001, 9.9986042E-001, 9.7364307E-001, 9.0997502E-004, 1.6000000E+001
 4.7064197E+001, 9.9986930E-001, 9.7492175E-001, 9.3205756E-004, 1.4000000E+001
 4.7152088E+001, 9.9987625E-001, 9.7663517E-001, 9.2452076E-004, 1.4000000E+001
 4.7239980E+001, 9.9988150E-001, 9.7865119E-001, 9.4222251E-004, 1.4000000E+001
 4.7327872E+001, 9.9988571E-001, 9.8096170E-001, 9.5382805E-004, 1.4000000E+001
 4.7415764E+001, 9.9988912E-001, 9.8360608E-001, 9.2798874E-004, 1.4000000E+001
 4.7503656E+001, 9.9989261E-001, 9.8660231E-001, 9.8463248E-004, 1.3000000E+001
 4.7591548E+001, 9.9989691E-001, 9.8987958E-001, 8.9637146E-004, 1.2000000E+001
 4.7679440E+001, 9.9990314E-001, 9.9331715E-001, 8.7682468E-004, 1.1000000E+001
 4.7767332E+001, 9.9991195E-001, 9.9678074E-001, 8.5820292E-004, 1.0000000E+001
 4.7855224E+001, 9.9992424E-001, 1.0003108E+000, 9.7268682E-004, 9.0000000E+000
 4.7943116E+001, 9.9994040E-001, 1.0041640E+000, 9.3880315E-004, 9.0000000E+000
 4.8031008E+001, 9.9996108E-001, 1.0083939E+000, 8.3647409E-004, 9.0000000E+000
 4.8118899E+001, 9.9998622E-001, 1.0126831E+000, 9.9778188E-004, 1.0000000E+001
 4.8206791E+001, 1.0000160E+000, 1.0166149E+000, 9.9198606E-004, 1.3000000E+001
 4.8294683E+001, 1.0000491E+000, 1.0197628E+000, 9.9893336E-004, 1.4000000E+001
 4.8382575E+001, 1.0000836E+000, 1.0221085E+000, 9.9693995E-004, 1.5000000E+001
 4.8470467E+001, 1.0001181E+000, 1.0240599E+000, 9.3976662E-004, 1.4000000E+001
 4.8558359E+001, 1.0001514E+000, 1.0260835E+000, 9.0225980E-004, 1.4000000E+001
 4.8646251E+001, 1.0001821E+000, 1.0284047E+000, 9.7089363E-004, 1.4000000E+001
 4.8734143E+001, 1.0001929E+000, 1.0295691E+000, 9.9962804E-004, 6.8000000E+001
 4.8822035E+001, 1.0001925E+000, 1.0313661E+000, 9.9889332E-004, 2.4000000E+001
 4.8909927E+001, 1.0001877E+000, 1.0340079E+000, 9.9254273E-004, 1.3000000E+001
 4.8997818E+001, 1.0001810E+000, 1.0371897E+000, 9.9741144E-004, 1.3000000E+001
 4.9085710E+001, 1.0001743E+000, 1.0402515E+000, 9.9373242E-004, 1.8000000E+001
 4.9173602E+001, 1.0001788E+000, 1.0397833E+000, 9.9991655E-004, 1.0100000E+002
 4.9261494E+001, 1.0001834E+000, 1.0389641E+000, 9.9942698E-004, 1.6000000E+001
 4.9349386E+001, 1.0001863E+000, 1.0367835E+000, 9.9989026E-004, 4.2000000E+001
 4.9437278E+001, 1.0001867E+000, 1.0343598E+000, 9.9999791E-004, 1.9000000E+001
 4.9525170E+001, 1.0001851E+000, 1.0316712E+000, 9.9325884E-004, 1.2000000E+001
 4.9613062E+001, 1.0001812E+000, 1.0281783E+000, 9.6381399E-004, 1.2000000E+001
 4.9700954E+001, 1.0001736E+000, 1.0237004E+000, 9.7185225E-004, 1.2000000E+001
 4.9788846E+001, 1.0001613E+000, 1.0183204E+000, 9.4017859E-004, 1.2000000E+001
 4.9876738E+001, 1.0001446E+000, 1.0123290E+000, 9.5315460E-004, 1.1000000E+001
 4.9964629E+001, 1.0001248E+000, 1.0058719E+000, 8.7435813E-004, 1.1000000E+001
 5.0052521E+001, 1.0001030E+000, 9.9932143E-001, 8.8125701E-004, 1.0000000E+001
 5.0140413E+001, 1.0000798E+000, 9.9275899E-001, 8.8214349E-004, 1.0000000E+001
 5.0228305E+001, 1.0000540E+000, 9.8634218E-001, 9.7232196E-004, 1.0000000E+001
 5.0316197E+001, 1.0000225E+000, 9.8033464E-001, 9.7695449E-004, 1.2000000E+001
 5.0404089E+001, 9.9998543E-001, 9.7514741E-001, 9.6686958E-004, 1.2000000E+001
 5.0491981E+001, 9.9994378E-001, 9.7059140E-001, 9.5673493E-004, 1.3000000E+001
 5.0579873E+001, 9.9989955E-001, 9.6668384E-001, 9.8523879E-004, 1.2000000E+001
 5.0667765E+001, 9.9985499E-001, 9.6321083E-001, 9.1479375E-004, 1.4000000E+001
 5.0755657E+001, 9.9981317E-001, 9.6339930E-001, 9.9993412E-004, 1.4600000E+002
 5.0843548E+001, 9.9981238E-001, 9.6719533E-001, 9.9990279E-004, 2.8800000E+002
 5.0931440E+001, 9.9981399E-001, 9.6971935E-001, 9.9482436E-004, 1.4000000E+001
 5.1019332E+001, 9.9981661E-001, 9.7164283E-001, 9.9338586E-004, 1.4000000E+001
 5.1107224E+001, 9.9981995E-001, 9.7301155E-001, 9.9794532E-004, 1.2000000E+001
 5.1195116E+001, 9.9982376E-001, 9.7400180E-001, 9.5817342E-004, 1.1000000E+001
 5.1283008E+001, 9.9982903E-001, 9.7500958E-001, 9.3478431E-004, 1.2000000E+001
 5.1370900E+001, 9.9983684E-001, 9.7592238E-001, 9.9765453E-004, 1.1000000E+001
 5.1458792E+001, 9.9984784E-001, 9.7673239E-001, 9.5258971E-004, 9.0000000E+000
 5.1546684E+001, 9.9986178E-001, 9.7777064E-001, 9.4319953E-004, 1.0000000E+001
 5.1634576E+001, 9.9987704E-001, 9.7904583E-001, 8.5465860E-004, 1.1000000E+001
 5.1722467E+001, 9.9989201E-001, 9.8035172E-001, 9.6960368E-004, 9.0000000E+000
 5.1810359E+001, 9.9990595E-001, 9.8153232E-001, 8.1714722E-004, 8.0000000E+000
 5.1898251E+001, 9.9991846E-001, 9.8234158E-001, 9.1216416E-004, 9.0000000E+000
 5.1986143E+001, 9.9993130E-001, 9.8250953E-001, 8.9360609E-004, 9.0000000E+000
 5.2074035E+001, 9.9994656E-001, 9.8199620E-001, 8.2278818E-004, 8.0000000E+000
 5.2161927E+001, 9.9996505E-001, 9.8115003E-001, 8.9492498E-004, 8.0000000E+000
 5.2249819E+001, 9.9998620E-001, 9.8042931E-001, 8.5679772E-004, 1.0000000E+001
 5.2337711E+001, 1.0000068E+000, 9.8004903E-001, 9.9913580E-004, 1.1000000E+001
 5.2425603E+001, 1.0000236E+000, 9.8028931E-001, 9.9694110E-004, 1.2000000E+001
 5.2513495E+001, 1.0000346E+000, 9.8185111E-001, 9.8526907E-004, 1.6000000E+001
 5.2601387E+001, 1.0000423E+000, 9.8407211E-001, 9.8864356E-004, 1.4000000E+001
 5.2689278E+001, 1.0000475E+000, 9.8668337E-001, 9.7942783E-004, 1.2000000E+001
 5.2777170E+001, 1.0000505E+000, 9.8943343E-001, 8.9801066E-004, 1.2000000E+001
 5.2865062E+001, 1.0000520E+000, 9.9201921E-001, 9.2510765E-004, 1.0000000E+001
 5.2952954E+001, 1.0000517E+000, 9.9428921E-001, 8.2821589E-004, 1.0000000E+001
 5.3040846E+001, 1.0000488E+000, 9.9615362E-001, 7.3998324E-004, 1.0000000E+001
 5.3128738E+001, 1.0000436E+000, 9.9761361E-001, 7.4515101E-004, 1.0000000E+001
 5.3216630E+001, 1.0000373E+000, 9.9874221E-001, 7.1985326E-004, 1.0000000E+001
 5.3304522E+001, 1.0000314E+000, 9.9957827E-001, 9.1167277E-004, 9.0000000E+000
 5.3392414E+001, 1.0000278E+000, 1.0002575E+000, 9.3250153E-004, 8.0000000E+000
 5.3480306E+001, 1.0000270E+000, 1.0010543E+000, 9.5193901E-004, 9.0000000E+000
 5.3568197E+001, 1.0000273E+000, 1.0019377E+000, 9.4372971E-004, 9.0000000E+000
 5.3656089E+001, 1.0000270E+000, 1.0028547E+000, 9.0798523E-004, 9.0000000E+000
 5.3743981E+001, 1.0000245E+000, 1.0037184E+000, 8.2242695E-004, 9.0000000E+000
 5.3831873E+001, 1.0000196E+000, 1.0044507E+000, 9.8027671E-004, 9.0000000E+000
 5.3919765E+001, 1.0000135E+000, 1.0049451E+000, 6.6893855E-004, 9.0000000E+000
 5.4007657E+001, 1.0000083E+000, 1.0051748E+000, 8.9571817E-004, 7.0000000E+000
 5.4095549E+001, 1.0000049E+000, 1.0050649E+000, 7.5665614E-004, 9.0000000E+000
 5.4183441E+001, 1.0000046E+000, 1.0047632E+000, 9.0324860E-004, 9.0000000E+000
 5.4271333E+001, 1.0000057E+000, 1.0043596E+000, 9.9492928E-004, 8.0000000E+000
 5.4359225E+001, 1.0000066E+000, 1.0041208E+000, 9.8380374E-004, 1.2000000E+001
 5.4447117E+001, 1.0000062E+000, 1.0040327E+000, 9.9623154E-004, 1.4000000E+001
 5.4535008E+001, 1.0000046E+000, 1.0040729E+000, 9.9045579E-004, 1.4000000E+001
 5.4622900E+001, 1.0000027E+000, 1.0041217E+000, 9.6023664E-004, 1.4000000E+001
 5.4710792E+001, 1.0000001E+000, 1.0041050E+000, 9.7321941E-004, 1.2000000E+001
 5.4798684E+001, 9.9999558E-001, 1.0040572E+000, 9.9082719E-004, 1.1000000E+001
 5.4886576E+001, 9.9998749E-001, 1.0040438E+000, 9.6125567E-004, 1.3000000E+001
 5.4974468E+001, 9.9997551E-001, 1.0041678E+000, 9.7964148E-004, 1.2000000E+001
 5.5062360E+001, 9.9996096E-001, 1.0044614E+000, 9.8649661E-004, 1.2000000E+001
 5.5150252E+001, 9.9994738E-001, 1.0049470E+000, 9.8103954E-004, 1.2000000E+001
 5.5238144E+001, 9.9993877E-001, 1.0056378E+000, 9.4241123E-004, 1.2000000E+001
 5.5326036E+001, 9.9993728E-001, 1.0064526E+000, 9.8895204E-004, 1.0000000E+001
 5.5413927E+001, 9.9994383E-001, 1.0074789E+000, 9.2293371E-004, 1.0000000E+001
 5.5501819E+001, 9.9995742E-001, 1.0087244E+000, 9.7490002E-004, 9.0000000E+000
 5.5589711E+001, 9.9997650E-001, 1.0103654E+000, 8.1180575E-004, 1.0000000E+001
 5.5677603E+001, 9.9999933E-001, 1.0124224E+000, 7.4819298E-004, 1.0000000E+001
 5.5765495E+001, 1.0000244E+000, 1.0148353E+000, 8.7200817E-004, 1.0000000E+001
 5.5853387E+001, 1.0000511E+000, 1.0174195E+000, 8.0448615E-004, 9.0000000E+000
 5.5941279E+001, 1.0000794E+000, 1.0200459E+000, 9.4062105E-004, 1.0000000E+001
 5.6029171E+001, 1.0001099E+000, 1.0225795E+000, 9.5551810E-004, 1.1000000E+001
 5.6117063E+001, 1.0001411E+000, 1.0248778E+000, 9.8670952E-004, 1.1000000E+001
 5.6204955E+001, 1.0001704E+000, 1.0268981E+000, 9.6798866E-004, 1.0000000E+001
 5.6284004E+001, 1.0001917E+000, 1.0281024E+000, 9.9947692E-004, 1.8000000E+001
 5.6363053E+001, 1.0001938E+000, 1.0276195E+000, 9.9988502E-004, 4.9000000E+001
 5.6442102E+001, 1.0001903E+000, 1.0272962E+000, 9.8714951E-004, 1.1000000E+001
 5.6521151E+001, 1.0001829E+000, 1.0271929E+000, 9.4663810E-004, 1.0000000E+001
 5.6600200E+001, 1.0001727E+000, 1.0272355E+000, 9.0967984E-004, 1.1000000E+001
 5.6679249E+001, 1.0001603E+000, 1.0273272E+000, 9.5952004E-004, 1.1000000E+001
 5.6758298E+001, 1.0001467E+000, 1.0273896E+000, 9.1025030E-004, 1.0000000E+001
 5.6837347E+001, 1.0001327E+000, 1.0273734E+000, 9.7322399E-004, 9.0000000E+000
 5.6916397E+001, 1.0001191E+000, 1.0271071E+000, 9.6759262E-004, 1.1000000E+001
 5.6995446E+001, 1.0001072E+000, 1.0265454E+000, 9.8032033E-004, 1.1000000E+001
 5.7074495E+001, 1.0000985E+000, 1.0256967E+000, 9.7172757E-004, 1.1000000E+001
 5.7153544E+001, 1.0000941E+000, 1.0246530E+000, 9.5186146E-004, 1.0000000E+001
 5.7232593E+001, 1.0000955E+000, 1.0234618E+000, 9.6695227E-004, 1.1000000E+001
 5.7311642E+001, 1.0001028E+000, 1.0221954E+000, 9.2144110E-004, 1.2000000E+001
 5.7390691E+001, 1.0001136E+000, 1.0210183E+000, 9.7344503E-004, 1.0000000E+001
 5.7469740E+001, 1.0001260E+000, 1.0199677E+000, 9.5754318E-004, 9.0000000E+000
 5.7548789E+001, 1.0001380E+000, 1.0190126E+000, 9.1708065E-004, 1.1000000E+001
 5.7627839E+001, 1.0001479E+000, 1.0181712E+000, 9.2510254E-004, 1.1000000E+001
 5.7706888E+001, 1.0001549E+000, 1.0174347E+000, 9.4429463E-004, 1.0000000E+001
 5.7785937E+001, 1.0001589E+000, 1.0167279E+000, 9.0341027E-004, 9.0000000E+000
 5.7864986E+001, 1.0001599E+000, 1.0158877E+000, 9.8042483E-004, 1.0000000E+001
 5.7944035E+001, 1.0001584E+000, 1.0148229E+000, 8.7202559E-004, 1.1000000E+001
 5.8023084E+001, 1.0001549E+000, 1.0135769E+000, 8.3042550E-004, 1.0000000E+001
 5.8102133E+001, 1.0001496E+000, 1.0122001E+000, 9.2906852E-004, 8.0000000E+000
 5.8181182E+001, 1.0001421E+000, 1.0105953E+000, 7.8326038E-004, 1.0000000E+001
 5.8260231E+001, 1.0001321E+000, 1.0088201E+000, 7.6962561E-004, 1.0000000E+001
 5.8339281E+001, 1.0001196E+000, 1.0069779E+000, 9.6007181E-004, 8.0000000E+000
 5.8418330E+001, 1.0001049E+000, 1.0050921E+000, 8.1761217E-004, 7.0000000E+000
 5.8497379E+001, 1.0000880E+000, 1.0030735E+000, 6.1787999E-004, 9.0000000E+000
 5.8576428E+001, 1.0000692E+000, 1.0009986E+000, 5.8776182E-004, 9.0000000E+000
 5.8655477E+001, 1.0000486E+000, 9.9891017E-001, 7.7019110E-004, 8.0000000E+000
 5.8734526E+001, 1.0000264E+000, 9.9684222E-001, 8.0183855E-004, 8.0000000E+000
 5.8813575E+001, 1.0000025E+000, 9.9485962E-001, 8.8353172E-004, 8.0000000E+000
 5.8892624E+001, 9.9997649E-001, 9.9305468E-001, 7.0544292E-004, 9.0000000E+000
 5.8971673E+001, 9.9994894E-001, 9.9146532E-001, 9.2848797E-004, 8.0000000E+000
 5.9050722E+001, 9.9992113E-001, 9.9016203E-001, 9.2026436E-004, 8.0000000E+000
 5.9129772E+001, 9.9989433E-001, 9.8922588E-001, 7.7211416E-004, 9.0000000E+000
 5.9208821E+001, 9.9987064E-001, 9.8867464E-001, 9.2733886E-004, 9.0000000E+000
 5.9287870E+001, 9.9985209E-001, 9.8851118E-001, 8.8090361E-004, 1.0000000E+001
 5.9366919E+001, 9.9984028E-001, 9.8869439E-001, 8.4942686E-004, 1.0000000E+001
 5.9445968E+001, 9.9983482E-001, 9.8913737E-001, 8.8575124E-004, 9.0000000E+000
 5.9525017E+001, 9.9983549E-001, 9.8974896E-001, 8.9637836E-004, 1.0000000E+001
 5.9604066E+001, 9.9984102E-001, 9.9044761E-001, 9.5436351E-004, 1.1000000E+001
 5.9683115E+001, 9.9984980E-001, 9.9124170E-001, 9.7885885E-004, 1.1000000E+001
 5.9762164E+001, 9.9986006E-001, 9.9214879E-001, 9.4917598E-004, 1.1000000E+001
 5.9841214E+001, 9.9987060E-001, 9.9320939E-001, 8.6432187E-004, 1.0000000E+001
 5.9920263E+001, 9.9988114E-001, 9.9445415E-001, 9.6653519E-004, 1.0000000E+001
 5.9999312E+001, 9.9989148E-001, 9.9590314E-001, 8.8473697E-004, 1.1000000E+001
 6.0000000E+001, 9.9989224E-001, 9.9589885E-001, 7.6219823E-004, 2.0000000E+000
