s,m3/s,m3/s,m/s,,s
 3.0892086E+001, 9.9994268E-001, 9.7060787E-001, 9.8992866E-004, 1.7000000E+001, 5.4498451E+001
 3.0979978E+001, 9.9989110E-001, 9.6666563E-001, 9.7499883E-004, 1.2000000E+001, 5.4687149E+001
 3.1067870E+001, 9.9983957E-001, 9.6268406E-001, 9.5821425E-004, 1.2000000E+001, 5.4895309E+001
 3.1155762E+001, 9.9981256E-001, 9.6417799E-001, 9.9986638E-004, 2.7900000E+002, 5.5575454E+001
 3.1243654E+001, 9.9981233E-001, 9.6834832E-001, 9.9993908E-004, 1.9100000E+002, 5.6418498E+001
 3.1331546E+001, 9.9981434E-001, 9.7226618E-001, 9.9828488E-004, 1.2000000E+001, 5.6483951E+001
 3.1419438E+001, 9.9981643E-001, 9.7578404E-001, 9.9707431E-004, 1.3000000E+001, 5.6635002E+001
 3.1507330E+001, 9.9981904E-001, 9.7890336E-001, 9.8216669E-004, 1.2000000E+001, 5.6815444E+001
 3.1595221E+001, 9.9982218E-001, 9.8187646E-001, 9.6696971E-004, 1.2000000E+001, 5.6960262E+001
 3.1683113E+001, 9.9982659E-001, 9.8494204E-001, 9.2531700E-004, 1.4000000E+001, 5.7038532E+001
 3.1771005E+001, 9.9983439E-001, 9.8821533E-001, 8.6838638E-004, 1.4000000E+001, 5.7209686E+001
 3.1858897E+001, 9.9984653E-001, 9.9154566E-001, 9.2408752E-004, 1.2000000E+001, 5.7278247E+001
 3.1946789E+001, 9.9986284E-001, 9.9473172E-001, 9.0485611E-004, 1.3000000E+001, 5.7360755E+001
 3.2034681E+001, 9.9988331E-001, 9.9776495E-001, 9.3377590E-004, 1.3000000E+001, 5.7533622E+001
 3.2122573E+001, 9.9990692E-001, 1.0006361E+000, 9.2730757E-004, 1.3000000E+001, 5.7728725E+001
 3.2210465E+001, 9.9993286E-001, 1.0033682E+000, 8.5532225E-004, 1.3000000E+001, 5.7973232E+001
 3.2298357E+001, 9.9996052E-001, 1.0058887E+000, 8.2667128E-004, 1.3000000E+001, 5.8249767E+001
 3.2386249E+001, 9.9999031E-001, 1.0082716E+000, 9.5844399E-004, 1.2000000E+001, 5.8499927E+001
 3.2474140E+001, 1.0000225E+000, 1.0108284E+000, 9.8120811E-004, 1.3000000E+001, 5.8571598E+001
 3.2562032E+001, 1.0000570E+000, 1.0136866E+000, 9.2605641E-004, 1.3000000E+001, 5.8641414E+001
 3.2649924E+001, 1.0000922E+000, 1.0168840E+000, 9.3879443E-004, 1.1000000E+001, 5.8868804E+001
 3.2737816E+001, 1.0001265E+000, 1.0206922E+000, 9.4571234E-004, 1.1000000E+001, 5.8944450E+001
 3.2825708E+001, 1.0001586E+000, 1.0251627E+000, 9.9548062E-004, 1.1000000E+001, 5.9007381E+001
 3.2913600E+001, 1.0001869E+000, 1.0306878E+000, 9.9088850E-004, 1.5000000E+001, 5.9073173E+001
 3.3001492E+001, 1.0001871E+000, 1.0342634E+000, 9.9986500E-004, 3.0900000E+002, 5.9699493E+001
 3.3089384E+001, 1.0001864E+000, 1.0352301E+000, 9.9989716E-004, 5.4000000E+001, 5.9894325E+001
 3.3177276E+001, 1.0001856E+000, 1.0357715E+000, 9.9946281E-004, 2.2000000E+001, 6.0031955E+001
 3.3265168E+001, 1.0001846E+000, 1.0361647E+000, 9.9629380E-004, 1.4000000E+001, 6.0134223E+001
 3.3353060E+001, 1.0001833E+000, 1.0365302E+000, 9.8541266E-004, 1.2000000E+001, 6.0331546E+001
 3.3440951E+001, 1.0001806E+000, 1.0369236E+000, 9.6227117E-004, 1.0000000E+001, 6.0595558E+001
 3.3528843E+001, 1.0001756E+000, 1.0373453E+000, 9.7773226E-004, 1.0000000E+001, 6.0861591E+001
 3.3616735E+001, 1.0001670E+000, 1.0375607E+000, 9.4228085E-004, 1.1000000E+001, 6.1075210E+001
 3.3704627E+001, 1.0001553E+000, 1.0372814E+000, 9.8679021E-004, 1.0000000E+001, 6.1162799E+001
 3.3792519E+001, 1.0001425E+000, 1.0364778E+000, 9.7761776E-004, 1.0000000E+001, 6.1454711E+001
 3.3880411E+001, 1.0001303E+000, 1.0352467E+000, 9.8687201E-004, 1.0000000E+001, 6.1524177E+001
 3.3968303E+001, 1.0001201E+000, 1.0336744E+000, 9.9178309E-004, 1.1000000E+001, 6.1701980E+001
 3.4056195E+001, 1.0001123E+000, 1.0318975E+000, 9.6122555E-004, 1.0000000E+001, 6.1772117E+001
 3.4144087E+001, 1.0001071E+000, 1.0300369E+000, 9.8939031E-004, 1.0000000E+001, 6.1872459E+001
 3.4231979E+001, 1.0001054E+000, 1.0281050E+000, 9.8353921E-004, 1.2000000E+001, 6.1984188E+001
 3.4319870E+001, 1.0001080E+000, 1.0264299E+000, 9.8257338E-004, 1.1000000E+001, 6.2035766E+001
 3.4407762E+001, 1.0001145E+000, 1.0251191E+000, 9.7014050E-004, 9.0000000E+000, 6.2112529E+001
 3.4495654E+001, 1.0001253E+000, 1.0238183E+000, 9.7809644E-004, 1.1000000E+001, 6.2166851E+001
 3.4583546E+001, 1.0001394E+000, 1.0226240E+000, 9.4580677E-004, 1.2000000E+001, 6.2310760E+001
 3.4671438E+001, 1.0001542E+000, 1.0217015E+000, 9.6236191E-004, 1.0000000E+001, 6.2521759E+001
 3.4759330E+001, 1.0001671E+000, 1.0209280E+000, 9.5817971E-004, 1.0000000E+001, 6.2800643E+001
 3.4847222E+001, 1.0001764E+000, 1.0202591E+000, 9.4495643E-004, 1.1000000E+001, 6.3036209E+001
 3.4935114E+001, 1.0001812E+000, 1.0197098E+000, 9.4627819E-004, 1.1000000E+001, 6.3190399E+001
 3.5023006E+001, 1.0001816E+000, 1.0193968E+000, 9.5471175E-004, 9.0000000E+000, 6.3395767E+001
 3.5110898E+001, 1.0001782E+000, 1.0192721E+000, 9.4507108E-004, 9.0000000E+000, 6.3480537E+001
 3.5198790E+001, 1.0001710E+000, 1.0192194E+000, 9.9112309E-004, 9.0000000E+000, 6.3840053E+001
 3.5286681E+001, 1.0001598E+000, 1.0191614E+000, 9.5254755E-004, 8.0000000E+000, 6.3906707E+001
 3.5374573E+001, 1.0001433E+000, 1.0189124E+000, 8.3105505E-004, 9.0000000E+000, 6.3969909E+001
 3.5462465E+001, 1.0001204E+000, 1.0183520E+000, 8.8827771E-004, 1.0000000E+001, 6.4021629E+001
 3.5550357E+001, 1.0000911E+000, 1.0174605E+000, 8.9382702E-004, 1.0000000E+001, 6.4097434E+001
 3.5638249E+001, 1.0000583E+000, 1.0163430E+000, 8.2027294E-004, 1.0000000E+001, 6.4643974E+001
 3.5726141E+001, 1.0000255E+000, 1.0150115E+000, 7.5201813E-004, 1.0000000E+001, 6.4867721E+001
 3.5814033E+001, 9.9999516E-001, 1.0135704E+000, 9.3296773E-004, 9.0000000E+000, 6.4997322E+001
 3.5901925E+001, 9.9996905E-001, 1.0121223E+000, 8.3549616E-004, 8.0000000E+000, 6.5144126E+001
 3.5989817E+001, 9.9994805E-001, 1.0105351E+000, 8.4166747E-004, 8.0000000E+000, 6.5403396E+001
 3.6077709E+001, 9.9993192E-001, 1.0087811E+000, 8.5391955E-004, 8.0000000E+000, 6.5460006E+001
 3.6165600E+001, 9.9992073E-001, 1.0068974E+000, 9.0497117E-004, 8.0000000E+000, 6.5599006E+001
 3.6253492E+001, 9.9991474E-001, 1.0049882E+000, 8.6446752E-004, 8.0000000E+000, 6.5761199E+001
 3.6341384E+001, 9.9991399E-001, 1.0031662E+000, 8.2625393E-004, 8.0000000E+000, 6.5808204E+001
 3.6429276E+001, 9.9991832E-001, 1.0014810E+000, 8.4996133E-004, 8.0000000E+000, 6.5855125E+001
 3.6517168E+001, 9.9992694E-001, 9.9987884E-001, 8.8813740E-004, 8.0000000E+000, 6.6039131E+001
 3.6605060E+001, 9.9993790E-001, 9.9821970E-001, 7.8031092E-004, 8.0000000E+000, 6.6180816E+001
 3.6692952E+001, 9.9994891E-001, 9.9627362E-001, 9.0218125E-004, 9.0000000E+000, 6.6246597E+001
 3.6780844E+001, 9.9995727E-001, 9.9387162E-001, 9.1905669E-004, 9.0000000E+000, 6.6377471E+001
 3.6868736E+001, 9.9996228E-001, 9.9115134E-001, 9.3507229E-004, 8.0000000E+000, 6.6606437E+001
 3.6956628E+001, 9.9996403E-001, 9.8823629E-001, 9.0745006E-004, 8.0000000E+000, 6.6833389E+001
 3.7044519E+001, 9.9996212E-001, 9.8510089E-001, 8.9074020E-004, 1.0000000E+001, 6.7096786E+001
 3.7132411E+001, 9.9995708E-001, 9.8191739E-001, 9.7891020E-004, 1.0000000E+001, 6.7507560E+001
 3.7220303E+001, 9.9994882E-001, 9.7895807E-001, 9.9339830E-004, 1.2000000E+001, 6.7698173E+001
 3.7308195E+001, 9.9993792E-001, 9.7649542E-001, 9.6927663E-004, 1.2000000E+001, 6.7880126E+001
 3.7396087E+001, 9.9992524E-001, 9.7464142E-001, 9.5624940E-004, 1.0000000E+001, 6.8172782E+001
 3.7483979E+001, 9.9991049E-001, 9.7331061E-001, 9.3931792E-004, 1.0000000E+001, 6.8255760E+001
 3.7571871E+001, 9.9989344E-001, 9.7240632E-001, 9.0415516E-004, 1.2000000E+001, 6.8313003E+001
 3.7659763E+001, 9.9987462E-001, 9.7204721E-001, 8.9567944E-004, 1.2000000E+001, 6.8368766E+001
 3.7747655E+001, 9.9985449E-001, 9.7223576E-001, 9.8298150E-004, 1.2000000E+001, 6.8426132E+001
 3.7835547E+001, 9.9983367E-001, 9.7282511E-001, 9.6992415E-004, 1.2000000E+001, 6.8486076E+001
 3.7923439E+001, 9.9981311E-001, 9.7376493E-001, 9.9939753E-004, 2.6000000E+001, 6.8766120E+001
 3.8011330E+001, 9.9980802E-001, 9.7524750E-001, 9.9984709E-004, 6.1000000E+001, 6.8956451E+001
 3.8099222E+001, 9.9980820E-001, 9.7641492E-001, 9.9214199E-004, 1.2000000E+001, 6.9080917E+001
 3.8187114E+001, 9.9981256E-001, 9.7716163E-001, 9.8294052E-004, 9.0000000E+000, 6.9329544E+001
 3.8275006E+001, 9.9982125E-001, 9.7768597E-001, 9.4717295E-004, 1.0000000E+001, 6.9512557E+001
 3.8362898E+001, 9.9983353E-001, 9.7819772E-001, 9.8670171E-004, 1.0000000E+001, 6.9754524E+001
 3.8450790E+001, 9.9984807E-001, 9.7876221E-001, 9.8698176E-004, 9.0000000E+000, 7.0007476E+001
 3.8538682E+001, 9.9986365E-001, 9.7939697E-001, 8.5189471E-004, 9.0000000E+000, 7.0203262E+001
 3.8626574E+001, 9.9987922E-001, 9.8012257E-001, 9.2369387E-004, 1.0000000E+001, 7.0501312E+001
 3.8714466E+001, 9.9989415E-001, 9.8087518E-001, 8.8450588E-004, 1.0000000E+001, 7.0564422E+001
 3.8802358E+001, 9.9990850E-001, 9.8156626E-001, 9.2244898E-004, 8.0000000E+000, 7.0622779E+001
 3.8890249E+001, 9.9992154E-001, 9.8226839E-001, 8.3063649E-004, 1.0000000E+001, 7.0825584E+001
 3.8978141E+001, 9.9993379E-001, 9.8294326E-001, 9.8255603E-004, 9.0000000E+000, 7.0903488E+001
 3.9066033E+001, 9.9994475E-001, 9.8362230E-001, 8.0116539E-004, 9.0000000E+000, 7.1093406E+001
 3.9153925E+001, 9.9995455E-001, 9.8434303E-001, 9.4937754E-004, 8.0000000E+000, 7.1196929E+001
 3.9241817E+001, 9.9996344E-001, 9.8518565E-001, 9.8342385E-004, 9.0000000E+000, 7.1269424E+001
 3.9329709E+001, 9.9997225E-001, 9.8612411E-001, 9.8100194E-004, 9.0000000E+000, 7.1317245E+001
 3.9417601E+001, 9.9998105E-001, 9.8711066E-001, 9.8294819E-004, 8.0000000E+000, 7.1437972E+001
 3.9505493E+001, 9.9998985E-001, 9.8805816E-001, 9.6848069E-004, 8.0000000E+000, 7.1617332E+001
 3.9593385E+001, 9.9999897E-001, 9.8881581E-001, 8.9638329E-004, 9.0000000E+000, 7.2082084E+001
 3.9681277E+001, 1.0000068E+000, 9.8927396E-001, 9.7297510E-004, 9.0000000E+000, 7.2306297E+001
 3.9769169E+001, 1.0000123E+000, 9.8943705E-001, 9.6148256E-004, 1.1000000E+001, 7.2771171E+001
 3.9857060E+001, 1.0000155E+000, 9.8945126E-001, 9.7291089E-004, 1.3000000E+001, 7.2958007E+001
 3.9944952E+001, 1.0000176E+000, 9.8960762E-001, 9.8924353E-004, 1.4000000E+001, 7.3390983E+001
 4.0032844E+001, 1.0000202E+000, 9.9032887E-001, 9.9264655E-004, 1.6000000E+001, 7.3521850E+001
 4.0120736E+001, 1.0000242E+000, 9.9176459E-001, 9.8137474E-004, 1.6000000E+001, 7.3778373E+001
 4.0208628E+001, 1.0000303E+000, 9.9374683E-001, 9.8547116E-004, 1.4000000E+001, 7.3848327E+001
 4.0296520E+001, 1.0000385E+000, 9.9610283E-001, 9.2496409E-004, 1.4000000E+001, 7.3982170E+001
 4.0384412E+001, 1.0000482E+000, 9.9856973E-001, 9.1631504E-004, 1.2000000E+001, 7.4034683E+001
 4.0472304E+001, 1.0000588E+000, 1.0010051E+000, 9.4190428E-004, 1.0000000E+001, 7.4110336E+001
 4.0560196E+001, 1.0000694E+000, 1.0033675E+000, 8.0893155E-004, 1.0000000E+001, 7.4317329E+001
 4.0648088E+001, 1.0000792E+000, 1.0055675E+000, 8.0049761E-004, 9.0000000E+000, 7.4550094E+001
 4.0735979E+001, 1.0000876E+000, 1.0075837E+000, 7.7389393E-004, 8.0000000E+000, 7.4733947E+001
 4.0823871E+001, 1.0000937E+000, 1.0093129E+000, 8.8895601E-004, 9.0000000E+000, 7.4902008E+001
 4.0911763E+001, 1.0000962E+000, 1.0106105E+000, 8.7542794E-004, 1.0000000E+001, 7.5146858E+001
 4.0999655E+001, 1.0000932E+000, 1.0113722E+000, 9.8026754E-004, 1.1000000E+001, 7.5219459E+001
 4.1087547E+001, 1.0000849E+000, 1.0115740E+000, 9.7288386E-004, 1.1000000E+001, 7.5319564E+001
 4.1175439E+001, 1.0000722E+000, 1.0112475E+000, 8.8166283E-004, 1.1000000E+001, 7.5451782E+001
 4.1263331E+001, 1.0000571E+000, 1.0104652E+000, 9.4670892E-004, 1.0000000E+001, 7.5581932E+001
 4.1351223E+001, 1.0000414E+000, 1.0092783E+000, 9.5026612E-004, 1.0000000E+001, 7.5631126E+001
 4.1439115E+001, 1.0000261E+000, 1.0077312E+000, 8.8008904E-004, 1.0000000E+001, 7.5681899E+001
 4.1527007E+001, 1.0000124E+000, 1.0058908E+000, 7.4878123E-004, 1.0000000E+001, 7.5826629E+001
 4.1614899E+001, 1.0000004E+000, 1.0038298E+000, 9.9800164E-004, 8.0000000E+000, 7.5923721E+001
 4.1702790E+001, 9.9999097E-001, 1.0016740E+000, 9.4197908E-004, 8.0000000E+000, 7.5999046E+001
 4.1790682E+001, 9.9998416E-001, 9.9949873E-001, 6.7393253E-004, 1.0000000E+001, 7.6223373E+001
 4.1878574E+001, 9.9997961E-001, 9.9727722E-001, 9.6587440E-004, 8.0000000E+000, 7.6455596E+001
 4.1966466E+001, 9.9997841E-001, 9.9506130E-001, 8.6355691E-004, 8.0000000E+000, 7.6846672E+001
 4.2054358E+001, 9.9998000E-001, 9.9287574E-001, 8.5418535E-004, 8.0000000E+000, 7.7171783E+001
 4.2142250E+001, 9.9998379E-001, 9.9069991E-001, 7.9613395E-004, 9.0000000E+000, 7.7512329E+001
 4.2230142E+001, 9.9998758E-001, 9.8853082E-001, 8.7517996E-004, 8.0000000E+000, 7.7681457E+001
 4.2318034E+001, 9.9999031E-001, 9.8642643E-001, 9.6210004E-004, 9.0000000E+000, 7.7891845E+001
 4.2405926E+001, 9.9999079E-001, 9.8475415E-001, 9.8259613E-004, 1.2000000E+001, 7.8054733E+001
 4.2493818E+001, 9.9998914E-001, 9.8397993E-001, 9.7247035E-004, 1.4000000E+001, 7.8129714E+001
 4.2581709E+001, 9.9998608E-001, 9.8410488E-001, 9.5185581E-004, 1.4000000E+001, 7.8196823E+001
 4.2669601E+001, 9.9998072E-001, 9.8497639E-001, 9.0975788E-004, 1.4000000E+001, 7.8254913E+001
 4.2757493E+001, 9.9997236E-001, 9.8634550E-001, 9.6484705E-004, 1.2000000E+001, 7.8314605E+001
 4.2845385E+001, 9.9996042E-001, 9.8816639E-001, 9.3607191E-004, 1.2000000E+001, 7.8368797E+001
 4.2933277E+001, 9.9994535E-001, 9.9040267E-001, 8.8373463E-004, 1.2000000E+001, 7.8454162E+001
 4.3021169E+001, 9.9992882E-001, 9.9299662E-001, 9.8167275E-004, 1.1000000E+001, 7.8762901E+001
 4.3109061E+001, 9.9991303E-001, 9.9580160E-001, 9.7593458E-004, 1.0000000E+001, 7.8993041E+001
 4.3196953E+001, 9.9989989E-001, 9.9860003E-001, 9.1373263E-004, 1.1000000E+001, 7.9204185E+001
 4.3284845E+001, 9.9989167E-001, 1.0013029E+000, 9.3450214E-004, 1.0000000E+001, 7.9657386E+001
 4.3372737E+001, 9.9988878E-001, 1.0037474E+000, 9.4174997E-004, 1.1000000E+001, 7.9929336E+001
 4.3460628E+001, 9.9989188E-001, 1.0058581E+000, 9.5009709E-004, 1.3000000E+001, 8.0103134E+001
 4.3548520E+001, 9.9989956E-001, 1.0076333E+000, 9.6452980E-004, 1.5000000E+001, 8.0330345E+001
 4.3636412E+001, 9.9990861E-001, 1.0091086E+000, 9.9656710E-004, 1.3000000E+001, 8.0528488E+001
 4.3724304E+001, 9.9991714E-001, 1.0103658E+000, 9.7261430E-004, 1.3000000E+001, 8.0613159E+001
 4.3812196E+001, 9.9992529E-001, 1.0115848E+000, 9.4517233E-004, 1.0000000E+001, 8.0765693E+001
 4.3900088E+001, 9.9993354E-001, 1.0128201E+000, 9.9477033E-004, 9.0000000E+000, 8.0864685E+001
 4.3987980E+001, 9.9994300E-001, 1.0140435E+000, 8.9085679E-004, 1.0000000E+001, 8.1183670E+001
 4.4075872E+001, 9.9995630E-001, 1.0150441E+000, 9.1939712E-004, 1.2000000E+001, 8.1282012E+001
 4.4163764E+001, 9.9997397E-001, 1.0155316E+000, 9.5423439E-004, 1.1000000E+001, 8.1362106E+001
 4.4251656E+001, 9.9999661E-001, 1.0154622E+000, 9.1400303E-004, 1.1000000E+001, 8.1479713E+001
 4.4339548E+001, 1.0000237E+000, 1.0148871E+000, 8.5036863E-004, 1.1000000E+001, 8.1740646E+001
 4.4427439E+001, 1.0000536E+000, 1.0138549E+000, 8.9487706E-004, 1.0000000E+001, 8.2038322E+001
 4.4515331E+001, 1.0000848E+000, 1.0124285E+000, 8.9871749E-004, 9.0000000E+000, 8.2290672E+001
 4.4603223E+001, 1.0001167E+000, 1.0106685E+000, 8.9245337E-004, 1.0000000E+001, 8.2544860E+001
 4.4691115E+001, 1.0001472E+000, 1.0085204E+000, 8.1438510E-004, 1.1000000E+001, 8.2736869E+001
 4.4779007E+001, 1.0001741E+000, 1.0059282E+000, 9.0377046E-004, 1.0000000E+001, 8.2799713E+001
 4.4866899E+001, 1.0001947E+000, 1.0030515E+000, 9.8090775E-004, 1.0000000E+001, 8.2991607E+001
 4.4954791E+001, 1.0002020E+000, 1.0001461E+000, 9.9282203E-004, 1.2000000E+001, 8.3140411E+001
 4.5042683E+001, 1.0001954E+000, 9.9724556E-001, 9.9733080E-004, 1.6000000E+001, 8.3292808E+001
 4.5130575E+001, 1.0001724E+000, 9.9477574E-001, 9.9399676E-004, 2.2000000E+001, 8.3555496E+001
 4.5218467E+001, 1.0001405E+000, 9.9294348E-001, 9.9975501E-004, 2.0000000E+001, 8.3647468E+001
 4.5306358E+001, 1.0001070E+000, 9.9160877E-001, 9.9413592E-004, 1.6000000E+001, 8.3716499E+001
 4.5394250E+001, 1.0000756E+000, 9.9063126E-001, 9.9421158E-004, 1.4000000E+001, 8.3799812E+001
 4.5482142E+001, 1.0000475E+000, 9.9000402E-001, 9.4875351E-004, 1.6000000E+001, 8.4002693E+001
 4.5570034E+001, 1.0000219E+000, 9.8960796E-001, 9.7550330E-004, 1.4000000E+001, 8.4248641E+001
 4.5657926E+001, 9.9999732E-001, 9.8932992E-001, 9.4377276E-004, 1.4000000E+001, 8.4427848E+001
